product_id,year_month,total_sold_quantity,total_stock_quantity,avg_buying_price,avg_selling_price,month,quarter,first_purchase_date,last_purchase_date,prev_sold_quantity_1,prev_sold_quantity_2,prev_sold_quantity_3,stock_out
45,2024-07,4,33,1.84,2,7,3,2022-11-25,2022-11-25,0,0,0,0
45,2024-12,60,220,1.84,2,12,4,2022-11-25,2024-12-15,0,0,0,0
193,2023-01,43,204,3.22,3.5,1,1,2022-11-25,2022-11-25,0,0,0,0
193,2023-04,16,51,3.22,3.5,4,2,2022-11-25,2022-11-25,0,0,0,0
193,2023-05,40,153,3.22,3.5,5,2,2022-11-25,2022-11-25,0,16,0,0
193,2023-06,14,102,3.22,3.5,6,2,2022-11-25,2022-11-25,0,40,16,0
193,2023-08,7,51,3.22,3.5,8,3,2022-11-25,2022-11-25,0,0,14,0
193,2023-09,3,51,3.22,3.5,9,3,2022-11-25,2022-11-25,0,7,0,0
193,2023-12,20,153,3.22,3.5,12,4,2022-11-25,2022-11-25,0,0,0,0
193,2024-01,38,102,3.22,3.5,1,1,2022-11-25,2022-11-25,0,20,0,0
193,2024-03,25,153,3.22,3.5,3,1,2022-11-25,2022-11-25,0,0,38,0
193,2024-04,1,51,3.22,3.5,4,2,2022-11-25,2022-11-25,0,25,0,0
193,2024-05,10,51,3.22,3.5,5,2,2022-11-25,2022-11-25,0,1,25,0
193,2024-06,1,51,3.22,3.5,6,2,2022-11-25,2022-11-25,0,10,1,0
193,2024-10,26,102,3.22,3.5,10,4,2022-11-25,2022-11-25,0,0,0,0
193,2024-11,10,51,3.22,3.5,11,4,2022-11-25,2022-11-25,0,26,0,0
193,2024-12,10,334,3.22,3.5,12,4,2022-11-25,2024-12-03,0,10,26,0
430,2023-01,6,118,8.28,9,1,1,2022-11-08,2022-11-08,0,0,0,0
430,2023-02,3,59,8.28,9,2,1,2022-11-08,2022-11-08,0,6,0,0
430,2023-03,24,118,8.28,9,3,1,2022-11-08,2022-11-08,0,3,6,0
430,2023-05,13,59,8.28,9,5,2,2022-11-08,2022-11-08,0,0,24,0
430,2023-06,13,59,8.28,9,6,2,2022-11-08,2022-11-08,0,13,0,0
430,2023-07,13,59,8.28,9,7,3,2022-11-08,2022-11-08,0,13,13,0
430,2023-09,16,118,8.28,9,9,3,2022-11-08,2022-11-08,0,0,13,0
430,2023-10,6,59,8.28,9,10,4,2022-11-08,2022-11-08,0,16,0,0
430,2023-11,2,59,8.28,9,11,4,2022-11-08,2022-11-08,0,6,16,0
430,2024-09,1000,389,8.28,9,9,3,2022-11-08,2024-09-24,0,0,0,0
187,2023-01,38,114,3.68,5,1,1,2022-11-29,2022-11-29,0,0,0,0
187,2023-03,15,76,3.68,5,3,1,2022-11-29,2022-11-29,0,0,38,0
187,2023-04,28,76,3.68,5,4,2,2022-11-29,2022-11-29,0,15,0,0
187,2023-06,11,38,3.68,5,6,2,2022-11-29,2022-11-29,0,0,28,0
187,2023-07,21,76,3.68,5,7,3,2022-11-29,2022-11-29,0,11,0,0
187,2023-10,9,38,3.68,5,10,4,2022-11-29,2022-11-29,0,0,0,0
187,2023-11,30,114,3.68,5,11,4,2022-11-29,2022-11-29,0,9,0,0
187,2023-12,9,38,3.68,5,12,4,2022-11-29,2022-11-29,0,30,9,0
187,2024-03,1,38,3.68,5,3,1,2022-11-29,2022-11-29,0,0,0,0
187,2024-04,1,38,3.68,5,4,2,2022-11-29,2022-11-29,0,1,0,0
187,2024-07,2,38,3.68,5,7,3,2022-11-29,2022-11-29,0,0,0,0
187,2024-08,136,1806,3.68,5,8,3,2022-11-29,2024-08-12,0,2,0,0
579,2023-01,16,15,7.36,8,1,1,2022-11-28,2022-11-28,0,0,0,0
579,2023-03,11,15,7.36,8,3,1,2022-11-28,2022-11-28,0,0,16,0
579,2023-04,18,15,7.36,8,4,2,2022-11-28,2022-11-28,0,11,0,0
579,2023-09,16,15,7.36,8,9,3,2022-11-28,2022-11-28,0,0,0,0
579,2023-12,14,15,7.36,8,12,4,2022-11-28,2022-11-28,0,0,0,0
579,2024-09,5,99,7.36,8,9,3,2022-11-28,2024-09-13,0,0,0,0
224,2023-01,12,14,32.2,35,1,1,2022-11-19,2022-11-19,0,0,0,0
224,2023-07,17,7,32.2,35,7,3,2022-11-19,2022-11-19,0,0,0,0
224,2024-03,40,44,32.2,35,3,1,2022-11-19,2024-03-16,0,0,0,0
496,2023-01,14,8,18.4,20,1,1,2022-11-18,2022-11-18,0,0,0,0
496,2023-06,1,8,18.4,20,6,2,2022-11-18,2022-11-18,0,0,0,0
496,2023-07,12,16,18.4,20,7,3,2022-11-18,2022-11-18,0,1,0,0
496,2023-09,2,8,18.4,20,9,3,2022-11-18,2022-11-18,0,0,12,0
496,2024-07,7,8,18.4,20,7,3,2022-11-18,2022-11-18,0,0,0,0
496,2024-12,20,48,18.4,20,12,4,2022-11-18,2024-12-24,0,0,0,0
2,2023-01,2,17,18.4,20,1,1,2022-11-27,2022-11-27,0,0,0,0
2,2023-02,20,34,18.4,20,2,1,2022-11-27,2022-11-27,0,2,0,0
2,2023-04,17,34,18.4,20,4,2,2022-11-27,2022-11-27,0,0,20,0
2,2023-06,17,17,18.4,20,6,2,2022-11-27,2022-11-27,0,0,17,0
2,2023-08,12,34,18.4,20,8,3,2022-11-27,2022-11-27,0,0,17,0
2,2023-10,7,34,18.4,20,10,4,2022-11-27,2022-11-27,0,0,12,0
2,2023-11,2,17,18.4,20,11,4,2022-11-27,2022-11-27,0,7,0,0
2,2023-12,6,17,18.4,20,12,4,2022-11-27,2022-11-27,0,2,7,0
2,2024-10,30,115,18.4,20,10,4,2022-11-27,2024-10-09,0,0,0,0
184,2023-01,10,44,73.6,80,1,1,2022-11-25,2022-11-25,0,0,0,0
184,2023-02,20,66,73.6,80,2,1,2022-11-25,2022-11-25,0,10,0,0
184,2023-03,13,22,73.6,80,3,1,2022-11-25,2022-11-25,0,20,10,0
184,2023-04,23,44,73.6,80,4,2,2022-11-25,2022-11-25,0,13,20,0
184,2023-05,4,22,73.6,80,5,2,2022-11-25,2022-11-25,0,23,13,0
184,2023-06,27,44,73.6,80,6,2,2022-11-25,2022-11-25,0,4,23,0
184,2023-12,14,22,73.6,80,12,4,2022-11-25,2022-11-25,0,0,0,0
184,2024-10,5,146,73.6,80,10,4,2022-11-25,2024-09-26,0,0,0,0
300,2023-01,31,30,11.04,12,1,1,2022-11-17,2022-11-17,0,0,0,0
300,2023-02,9,20,11.04,12,2,1,2022-11-17,2022-11-17,0,31,0,0
300,2023-04,6,10,11.04,12,4,2,2022-11-17,2022-11-17,0,0,9,0
300,2023-11,6,10,11.04,12,11,4,2022-11-17,2022-11-17,0,0,0,0
300,2024-04,5,65,11.04,12,4,2,2022-11-17,2024-04-05,0,0,0,0
428,2023-01,18,90,6.44,7,1,1,2022-12-01,2022-12-01,0,0,0,0
428,2023-02,9,45,6.44,7,2,1,2022-12-01,2022-12-01,0,18,0,0
428,2023-03,26,90,6.44,7,3,1,2022-12-01,2022-12-01,0,9,18,0
428,2023-05,4,45,6.44,7,5,2,2022-12-01,2022-12-01,0,0,26,0
428,2023-06,32,90,6.44,7,6,2,2022-12-01,2022-12-01,0,4,0,0
428,2023-08,14,45,6.44,7,8,3,2022-12-01,2022-12-01,0,0,32,0
428,2023-09,15,45,6.44,7,9,3,2022-12-01,2022-12-01,0,14,0,0
428,2023-10,17,45,6.44,7,10,4,2022-12-01,2022-12-01,0,15,14,0
428,2023-11,19,45,6.44,7,11,4,2022-12-01,2022-12-01,0,17,15,0
428,2023-12,21,90,6.44,7,12,4,2022-12-01,2022-12-01,0,19,17,0
428,2024-01,1,45,6.44,7,1,1,2022-12-01,2022-12-01,0,21,19,0
428,2024-03,2,45,6.44,7,3,1,2022-12-01,2022-12-01,0,0,1,0
428,2024-04,4,45,6.44,7,4,2,2022-12-01,2022-12-01,0,2,0,0
428,2024-05,7,45,6.44,7,5,2,2022-12-01,2022-12-01,0,4,2,0
428,2024-06,8,90,6.44,7,6,2,2022-12-01,2022-12-01,0,7,4,0
428,2024-07,10,90,6.44,7,7,3,2022-12-01,2022-12-01,0,8,7,0
428,2024-10,2,45,6.44,7,10,4,2022-12-01,2022-12-01,0,0,0,0
428,2024-11,8,135,6.44,7,11,4,2022-12-01,2022-12-01,0,2,0,0
428,2024-12,40,291,6.44,7,12,4,2022-12-01,2024-12-02,0,8,2,0
543,2023-01,18,25,9.2,10,1,1,2022-11-18,2022-11-18,0,0,0,0
543,2023-03,1,25,9.2,10,3,1,2022-11-18,2022-11-18,0,0,18,0
543,2023-04,5,50,9.2,10,4,2,2022-11-18,2022-11-18,0,1,0,0
543,2023-05,12,25,9.2,10,5,2,2022-11-18,2022-11-18,0,5,1,0
543,2023-06,2,25,9.2,10,6,2,2022-11-18,2022-11-18,0,12,5,0
543,2023-09,2,25,9.2,10,9,3,2022-11-18,2022-11-18,0,0,0,0
543,2023-10,35,100,9.2,10,10,4,2022-11-18,2022-11-18,0,2,0,0
543,2023-11,24,50,9.2,10,11,4,2022-11-18,2022-11-18,0,35,2,0
543,2023-12,15,25,9.2,10,12,4,2022-11-18,2022-11-18,0,24,35,0
543,2024-02,1,25,9.2,10,2,1,2022-11-18,2022-11-18,0,0,15,0
543,2024-04,7,25,9.2,10,4,2,2022-11-18,2022-11-18,0,0,1,0
543,2024-05,3,25,9.2,10,5,2,2022-11-18,2022-11-18,0,7,0,0
543,2024-08,5,161,9.2,10,8,3,2022-11-18,2024-08-14,0,0,0,0
261,2023-01,18,44,552,600,1,1,2022-11-24,2022-11-24,0,0,0,0
261,2023-05,19,22,552,600,5,2,2022-11-24,2022-11-24,0,0,0,0
261,2023-06,14,22,552,600,6,2,2022-11-24,2022-11-24,0,19,0,0
261,2023-07,13,22,552,600,7,3,2022-11-24,2022-11-24,0,14,19,0
261,2023-08,2,22,552,600,8,3,2022-11-24,2022-11-24,0,13,14,0
261,2023-10,11,22,552,600,10,4,2022-11-24,2022-11-24,0,0,2,0
261,2023-12,36,44,552,600,12,4,2022-11-24,2022-11-24,0,0,11,0
261,2024-10,5,146,552,600,10,4,2022-11-24,2024-10-02,0,0,0,0
18,2023-01,6,27,11.04,7,1,1,2022-12-02,2022-12-02,0,0,0,0
18,2023-02,16,54,11.04,7,2,1,2022-12-02,2022-12-02,0,6,0,0
18,2023-03,11,27,11.04,7,3,1,2022-12-02,2022-12-02,0,16,6,0
18,2023-04,3,27,11.04,7,4,2,2022-12-02,2022-12-02,0,11,16,0
18,2023-06,14,27,11.04,7,6,2,2022-12-02,2022-12-02,0,0,3,0
18,2023-07,1,27,11.04,7,7,3,2022-12-02,2022-12-02,0,14,0,0
18,2023-09,6,27,11.04,7,9,3,2022-12-02,2022-12-02,0,0,1,0
18,2023-11,19,27,11.04,7,11,4,2022-12-02,2022-12-02,0,0,6,0
18,2023-12,7,27,11.04,7,12,4,2022-12-02,2022-12-02,0,19,0,0
18,2024-02,6,27,11.04,7,2,1,2022-12-02,2022-12-02,0,0,7,0
18,2024-03,4,27,11.04,7,3,1,2022-12-02,2022-12-02,0,6,0,0
18,2024-05,2,27,11.04,7,5,2,2022-12-02,2022-12-02,0,0,4,0
18,2024-07,21,27,11.04,7,7,3,2022-12-02,2022-12-02,0,0,2,0
18,2024-09,10,27,11.04,7,9,3,2022-12-02,2022-12-02,0,0,21,0
18,2024-10,55,352,11.04,7,10,4,2022-12-02,2024-10-20,0,10,0,0
181,2023-01,5,30,46,50,1,1,2022-12-02,2022-12-02,0,0,0,0
181,2023-02,19,15,46,50,2,1,2022-12-02,2022-12-02,0,5,0,0
181,2023-04,12,15,46,50,4,2,2022-12-02,2022-12-02,0,0,19,0
181,2023-09,13,15,46,50,9,3,2022-12-02,2022-12-02,0,0,0,0
181,2023-11,9,15,46,50,11,4,2022-12-02,2022-12-02,0,0,13,0
181,2023-12,17,15,46,50,12,4,2022-12-02,2022-12-02,0,9,0,0
181,2024-05,2,15,46,50,5,2,2022-12-02,2022-12-02,0,0,0,0
181,2024-12,10,102,46,50,12,4,2022-12-02,2024-12-10,0,0,0,0
540,2023-01,65,220,4.6,2,1,1,2022-11-13,2022-11-13,0,0,0,0
540,2023-03,4,55,4.6,2,3,1,2022-11-13,2022-11-13,0,0,65,0
540,2023-04,4,55,4.6,2,4,2,2022-11-13,2022-11-13,0,4,0,0
540,2023-05,19,55,4.6,2,5,2,2022-11-13,2022-11-13,0,4,4,0
540,2023-07,6,55,4.6,2,7,3,2022-11-13,2022-11-13,0,0,19,0
540,2023-08,22,110,4.6,2,8,3,2022-11-13,2022-11-13,0,6,0,0
540,2023-09,4,55,4.6,2,9,3,2022-11-13,2022-11-13,0,22,6,0
540,2023-10,13,55,4.6,2,10,4,2022-11-13,2022-11-13,0,4,22,0
540,2023-11,27,110,4.6,2,11,4,2022-11-13,2022-11-13,0,13,4,0
540,2024-04,8,55,4.6,2,4,2,2022-11-13,2022-11-13,0,0,0,0
540,2024-05,2,55,4.6,2,5,2,2022-11-13,2022-11-13,0,8,0,0
540,2024-07,4,55,4.6,2,7,3,2022-11-13,2022-11-13,0,0,2,0
540,2024-09,1,55,4.6,2,9,3,2022-11-13,2022-11-13,0,0,4,0
540,2024-10,500,734,4.6,2,10,4,2022-11-13,2024-09-21,0,1,0,0
183,2023-01,6,23,50.6,55,1,1,2022-12-04,2022-12-04,0,0,0,0
183,2023-02,16,23,50.6,55,2,1,2022-12-04,2022-12-04,0,6,0,0
183,2023-04,3,23,50.6,55,4,2,2022-12-04,2022-12-04,0,0,16,0
183,2023-08,19,23,50.6,55,8,3,2022-12-04,2022-12-04,0,0,0,0
183,2023-09,5,46,50.6,55,9,3,2022-12-04,2022-12-04,0,19,0,0
183,2023-10,2,23,50.6,55,10,4,2022-12-04,2022-12-04,0,5,19,0
183,2024-12,340,154,50.6,55,12,4,2022-12-04,2024-11-28,0,0,0,0
278,2023-01,18,4,13.8,15,1,1,2022-11-19,2022-11-19,0,0,0,0
278,2023-12,1,4,13.8,15,12,4,2022-11-19,2022-11-19,0,0,0,0
278,2024-04,4,24,13.8,15,4,2,2022-11-19,2024-03-29,0,0,0,0
19,2023-01,9,23,12.88,14,1,1,2022-11-18,2022-11-18,0,0,0,0
19,2023-03,1,23,12.88,14,3,1,2022-11-18,2022-11-18,0,0,9,0
19,2023-04,8,23,12.88,14,4,2,2022-11-18,2022-11-18,0,1,0,0
19,2023-05,2,23,12.88,14,5,2,2022-11-18,2022-11-18,0,8,1,0
19,2023-07,17,23,12.88,14,7,3,2022-11-18,2022-11-18,0,0,2,0
19,2023-09,5,23,12.88,14,9,3,2022-11-18,2022-11-18,0,0,17,0
19,2023-10,17,46,12.88,14,10,4,2022-11-18,2022-11-18,0,5,0,0
19,2023-11,3,23,12.88,14,11,4,2022-11-18,2022-11-18,0,17,5,0
19,2023-12,6,23,12.88,14,12,4,2022-11-18,2022-11-18,0,3,17,0
19,2024-02,4,23,12.88,14,2,1,2022-11-18,2022-11-18,0,0,6,0
19,2024-03,4,23,12.88,14,3,1,2022-11-18,2022-11-18,0,4,0,0
19,2024-07,31,23,12.88,14,7,3,2022-11-18,2022-11-18,0,0,0,0
19,2024-12,60,154,12.88,14,12,4,2022-11-18,2024-12-04,0,0,0,0
162,2023-01,9,24,13.8,15,1,1,2022-11-24,2022-11-24,0,0,0,0
162,2023-02,7,24,13.8,15,2,1,2022-11-24,2022-11-24,0,9,0,0
162,2023-03,18,24,13.8,15,3,1,2022-11-24,2022-11-24,0,7,9,0
162,2023-06,2,24,13.8,15,6,2,2022-11-24,2022-11-24,0,0,0,0
162,2023-07,4,24,13.8,15,7,3,2022-11-24,2022-11-24,0,2,0,0
162,2023-08,4,24,13.8,15,8,3,2022-11-24,2022-11-24,0,4,2,0
162,2023-09,16,48,13.8,15,9,3,2022-11-24,2022-11-24,0,4,4,0
162,2023-10,8,24,13.8,15,10,4,2022-11-24,2022-11-24,0,16,4,0
162,2023-12,19,24,13.8,15,12,4,2022-11-24,2022-11-24,0,0,8,0
162,2024-01,1,24,13.8,15,1,1,2022-11-24,2022-11-24,0,19,0,0
162,2024-04,23,24,13.8,15,4,2,2022-11-24,2022-11-24,0,0,0,0
162,2024-06,2,24,13.8,15,6,2,2022-11-24,2022-11-24,0,0,23,0
162,2024-10,35,306,13.8,15,10,4,2022-11-24,2024-09-25,0,0,0,0
186,2023-01,25,134,2.3,2.5,1,1,2022-12-03,2022-12-03,0,0,0,0
186,2023-03,14,134,2.3,2.5,3,1,2022-12-03,2022-12-03,0,0,25,0
186,2023-04,4,67,2.3,2.5,4,2,2022-12-03,2022-12-03,0,14,0,0
186,2023-06,12,67,2.3,2.5,6,2,2022-12-03,2022-12-03,0,0,4,0
186,2023-07,22,134,2.3,2.5,7,3,2022-12-03,2022-12-03,0,12,0,0
186,2023-09,17,67,2.3,2.5,9,3,2022-12-03,2022-12-03,0,0,22,0
186,2023-10,21,134,2.3,2.5,10,4,2022-12-03,2022-12-03,0,17,0,0
186,2023-11,5,134,2.3,2.5,11,4,2022-12-03,2022-12-03,0,21,17,0
186,2023-12,20,134,2.3,2.5,12,4,2022-12-03,2022-12-03,0,5,21,0
186,2024-01,15,134,2.3,2.5,1,1,2022-12-03,2022-12-03,0,20,5,0
186,2024-02,16,201,2.3,2.5,2,1,2022-12-03,2022-12-03,0,15,20,0
186,2024-03,8,67,2.3,2.5,3,1,2022-12-03,2022-12-03,0,16,15,0
186,2024-04,8,67,2.3,2.5,4,2,2022-12-03,2022-12-03,0,8,16,0
186,2024-05,65,402,2.3,2.5,5,2,2022-12-03,2022-12-03,0,8,8,0
186,2024-07,6,134,2.3,2.5,7,3,2022-12-03,2022-12-03,0,0,65,0
186,2024-08,9,134,2.3,2.5,8,3,2022-12-03,2022-12-03,0,6,0,0
186,2024-09,23,268,2.3,2.5,9,3,2022-12-03,2022-12-03,0,9,6,0
186,2024-10,5,67,2.3,2.5,10,4,2022-12-03,2022-12-03,0,23,9,0
186,2024-11,25,134,2.3,2.5,11,4,2022-12-03,2022-12-03,0,5,23,0
186,2024-12,72,1135,2.3,2.5,12,4,2022-12-03,2024-12-18,0,25,5,0
142,2023-01,17,51,0.92,1,1,1,2022-11-15,2022-11-15,0,0,0,0
142,2023-02,21,102,0.92,1,2,1,2022-11-15,2022-11-15,0,17,0,0
142,2023-06,1,51,0.92,1,6,2,2022-11-15,2022-11-15,0,0,0,0
142,2023-10,17,51,0.92,1,10,4,2022-11-15,2022-11-15,0,0,0,0
142,2024-02,50,51,0.92,1,2,1,2022-11-15,2022-11-15,0,0,0,0
142,2024-04,100,51,0.92,1,4,2,2022-11-15,2022-11-15,0,0,50,0
142,2024-11,250,337,0.92,1,11,4,2022-11-15,2024-11-17,0,0,0,0
176,2023-01,4,14,46,50,1,1,2022-12-02,2022-12-02,0,0,0,0
176,2023-03,1,14,46,50,3,1,2022-12-02,2022-12-02,0,0,4,0
176,2023-05,4,42,46,50,5,2,2022-12-02,2022-12-02,0,0,1,0
176,2023-08,20,28,46,50,8,3,2022-12-02,2022-12-02,0,0,0,0
176,2023-09,19,14,46,50,9,3,2022-12-02,2022-12-02,0,20,0,0
176,2023-10,1,14,46,50,10,4,2022-12-02,2022-12-02,0,19,20,0
176,2023-11,13,14,46,50,11,4,2022-12-02,2022-12-02,0,1,19,0
176,2024-01,1,14,46,50,1,1,2022-12-02,2022-12-02,0,0,13,0
176,2024-07,1,14,46,50,7,3,2022-12-02,2022-12-02,0,0,0,0
176,2024-12,30,87,46,50,12,4,2022-12-02,2024-12-03,0,0,0,0
285,2023-01,23,10,4.6,5,1,1,2022-11-16,2022-11-16,0,0,0,0
285,2024-09,8,30,4.6,5,9,3,2022-11-16,2024-09-09,0,0,0,0
106,2023-01,13,21,110.4,120,1,1,2022-11-12,2022-11-12,0,0,0,0
106,2023-02,19,21,110.4,120,2,1,2022-11-12,2022-11-12,0,13,0,0
106,2023-03,12,21,110.4,120,3,1,2022-11-12,2022-11-12,0,19,13,0
106,2023-04,5,42,110.4,120,4,2,2022-11-12,2022-11-12,0,12,19,0
106,2023-06,20,42,110.4,120,6,2,2022-11-12,2022-11-12,0,0,5,0
106,2023-07,11,21,110.4,120,7,3,2022-11-12,2022-11-12,0,20,0,0
106,2023-09,7,21,110.4,120,9,3,2022-11-12,2022-11-12,0,0,11,0
106,2023-11,14,42,110.4,120,11,4,2022-11-12,2022-11-12,0,0,7,0
106,2023-12,2,21,110.4,120,12,4,2022-11-12,2022-11-12,0,14,0,0
106,2024-02,1,21,110.4,120,2,1,2022-11-12,2022-11-12,0,0,2,0
106,2024-08,1,21,110.4,120,8,3,2022-11-12,2022-11-12,0,0,0,0
106,2024-10,5,137,110.4,120,10,4,2022-11-12,2024-09-27,0,0,1,0
105,2023-01,26,63,64.4,70,1,1,2022-11-26,2022-11-26,0,0,0,0
105,2023-05,7,21,64.4,70,5,2,2022-11-26,2022-11-26,0,0,0,0
105,2023-07,9,21,64.4,70,7,3,2022-11-26,2022-11-26,0,0,7,0
105,2023-08,14,42,64.4,70,8,3,2022-11-26,2022-11-26,0,9,0,0
105,2023-09,2,21,64.4,70,9,3,2022-11-26,2022-11-26,0,14,9,0
105,2023-10,1,21,64.4,70,10,4,2022-11-26,2022-11-26,0,2,14,0
105,2023-11,36,63,64.4,70,11,4,2022-11-26,2022-11-26,0,1,2,0
105,2023-12,4,42,64.4,70,12,4,2022-11-26,2022-11-26,0,36,1,0
105,2024-01,1,21,64.4,70,1,1,2022-11-26,2022-11-26,0,4,36,0
105,2024-04,3,63,64.4,70,4,2,2022-11-26,2022-11-26,0,0,0,0
105,2024-05,1,21,64.4,70,5,2,2022-11-26,2022-11-26,0,3,0,0
105,2024-07,1,21,64.4,70,7,3,2022-11-26,2022-11-26,0,0,1,0
105,2024-08,1,21,64.4,70,8,3,2022-11-26,2022-11-26,0,1,0,0
105,2024-09,1,21,64.4,70,9,3,2022-11-26,2022-11-26,0,1,1,0
105,2024-12,5,137,64.4,70,12,4,2022-11-26,2024-12-21,0,0,0,0
202,2023-01,19,17,18.4,20,1,1,2022-12-01,2022-12-01,0,0,0,0
202,2023-02,1,17,18.4,20,2,1,2022-12-01,2022-12-01,0,19,0,0
202,2023-05,20,34,18.4,20,5,2,2022-12-01,2022-12-01,0,0,0,0
202,2023-06,19,34,18.4,20,6,2,2022-12-01,2022-12-01,0,20,0,0
202,2023-07,12,17,18.4,20,7,3,2022-12-01,2022-12-01,0,19,20,0
202,2023-10,11,17,18.4,20,10,4,2022-12-01,2022-12-01,0,0,0,0
202,2023-11,1,17,18.4,20,11,4,2022-12-01,2022-12-01,0,11,0,0
202,2024-07,1,17,18.4,20,7,3,2022-12-01,2022-12-01,0,0,0,0
202,2024-10,5,111,18.4,20,10,4,2022-12-01,2024-09-27,0,0,0,0
229,2023-01,12,3,138,150,1,1,2022-11-26,2022-11-26,0,0,0,0
229,2023-07,6,3,138,150,7,3,2022-11-26,2022-11-26,0,0,0,0
229,2024-04,4,22,138,150,4,2,2022-11-26,2024-04-13,0,0,0,0
43,2023-01,12,26,0.46,0.5,1,1,2022-11-20,2022-11-20,0,0,0,0
43,2023-02,8,26,0.46,0.5,2,1,2022-11-20,2022-11-20,0,12,0,0
43,2023-03,13,52,0.46,0.5,3,1,2022-11-20,2022-11-20,0,8,12,0
43,2023-05,19,52,0.46,0.5,5,2,2022-11-20,2022-11-20,0,0,13,0
43,2023-06,2,26,0.46,0.5,6,2,2022-11-20,2022-11-20,0,19,0,0
43,2023-08,28,78,0.46,0.5,8,3,2022-11-20,2022-11-20,0,0,2,0
43,2023-09,18,26,0.46,0.5,9,3,2022-11-20,2022-11-20,0,28,0,0
43,2023-10,5,52,0.46,0.5,10,4,2022-11-20,2022-11-20,0,18,28,0
43,2023-11,11,26,0.46,0.5,11,4,2022-11-20,2022-11-20,0,5,18,0
43,2023-12,11,26,0.46,0.5,12,4,2022-11-20,2022-11-20,0,11,5,0
43,2024-01,2,26,0.46,0.5,1,1,2022-11-20,2022-11-20,0,11,11,0
43,2024-02,5,167,0.46,0.5,2,1,2022-11-20,2024-02-07,0,2,11,0
338,2023-01,45,69,8.28,9,1,1,2022-11-21,2022-11-21,0,0,0,0
338,2023-02,18,23,8.28,9,2,1,2022-11-21,2022-11-21,0,45,0,0
338,2023-06,19,23,8.28,9,6,2,2022-11-21,2022-11-21,0,0,0,0
338,2023-07,19,46,8.28,9,7,3,2022-11-21,2022-11-21,0,19,0,0
