selling_date,product_id,sold_quantity,selling_price,category_id,branch_id,month,weekday,moving_avg_7d,moving_avg_30d
2023-01-18,489,1,50.00,8,1,1,4,1.00,1.00
2023-01-19,596,11,290.00,5,1,1,5,11.00,11.00
2023-01-19,38,2,5.00,2,1,1,5,2.00,2.00
2023-01-19,320,15,6.00,7,1,1,5,15.00,15.00
2023-01-19,92,7,8.00,1,1,1,5,7.00,7.00
2023-01-20,73,15,3.00,2,1,1,6,15.00,15.00
2023-01-20,171,16,9.00,7,1,1,6,16.00,11.00
2023-01-20,185,1,5.00,7,1,1,6,1.00,1.00
2023-01-20,460,11,5.00,10,1,1,6,11.00,11.00
2023-01-20,84,8,6.00,7,1,1,6,12.50,12.50
2023-01-21,338,16,9.00,7,1,1,7,16.00,15.00
2023-01-21,316,15,1.50,7,1,1,7,15.00,15.00
2023-01-21,572,9,3.00,2,1,1,7,9.00,9.00
2023-01-21,28,2,20.00,2,1,1,7,2.00,2.00
2023-01-21,116,12,16.00,10,1,1,7,12.00,12.00
2023-01-21,319,13,4.00,7,1,1,7,13.00,13.00
2023-01-21,552,14,25.00,2,1,1,7,14.00,14.00
2023-01-21,267,13,65.00,7,1,1,7,13.00,13.00
2023-01-21,475,13,24.00,8,1,1,7,13.00,13.00
2023-01-21,195,16,7.50,7,1,1,7,16.00,16.00
2023-01-22,102,5,15.00,8,1,1,1,5.00,5.00
2023-01-22,79,1,65.00,2,1,1,1,1.00,1.00
2023-01-22,81,1,7.00,10,1,1,1,1.00,6.67
2023-01-22,224,6,35.00,4,1,1,1,6.00,6.00
2023-01-22,193,14,3.50,7,1,1,1,14.00,13.50
2023-01-22,540,19,2.00,2,1,1,1,19.00,16.25
2023-01-22,413,1,0.80,7,1,1,1,1.00,1.00
2023-01-22,482,7,14.50,8,1,1,1,7.00,7.00
2023-01-22,52,1,4.50,2,1,1,1,7.00,7.00
2023-01-22,27,3,18.00,2,1,1,1,3.00,3.00
2023-01-22,287,17,1.00,2,1,1,1,17.00,17.00
2023-01-22,105,9,80.00,7,1,1,1,9.00,5.50
2023-01-23,16,11,5.00,2,1,1,2,6.00,4.67
2023-01-23,9,3,80.00,2,1,1,2,3.00,3.00
2023-01-23,116,14,16.00,10,1,1,2,13.00,13.00
2023-01-23,5,1,235.00,2,1,1,2,1.00,1.00
2023-01-23,140,4,0.80,7,1,1,2,4.00,4.00
2023-01-23,198,3,1.00,2,1,1,2,3.00,3.00
2023-01-23,649,9,18.00,5,1,1,2,9.00,9.00
2023-01-23,20,19,8.00,2,1,1,2,19.00,10.00
2023-01-23,21,1,90.00,2,1,1,2,1.00,4.50
2023-01-23,233,8,30.00,7,1,1,2,8.00,8.00
2023-01-23,520,6,1.00,2,1,1,2,6.00,6.00
2023-01-23,569,4,25.00,2,1,1,2,4.00,4.00
2023-01-23,105,15,80.00,7,1,1,2,12.00,8.67
2023-01-23,109,8,50.00,2,1,1,2,8.00,8.00
2023-01-23,459,7,1.50,10,1,1,2,7.00,13.00
2023-01-23,290,5,1.50,2,1,1,2,6.50,6.33
2023-01-24,82,2,2.00,7,1,1,3,2.00,2.00
2023-01-24,459,12,1.50,10,1,1,3,9.50,12.67
2023-01-24,419,7,95.00,7,1,1,3,7.00,7.00
2023-01-24,460,7,5.00,10,1,1,3,9.00,9.00
2023-01-24,246,2,14.80,3,1,1,3,2.00,2.00
2023-01-24,59,16,3.30,2,1,1,3,16.00,11.00
2023-01-24,44,9,2.00,2,1,1,3,9.00,9.00
2023-01-24,161,9,1.00,7,1,1,3,9.00,8.50
2023-01-24,133,16,70.00,7,1,1,3,16.00,16.00
2023-01-24,256,7,750.00,3,1,1,3,7.00,7.00
2023-01-24,30,17,165.00,2,1,1,3,17.00,17.00
2023-01-24,594,8,100.00,5,1,1,3,8.00,8.00
2023-01-24,428,2,7.00,7,1,1,3,2.00,9.00
2023-01-24,38,12,5.00,2,1,1,3,7.00,7.00
2023-01-24,225,1,50.00,4,1,1,3,1.00,1.00
2023-01-24,208,9,90.00,2,1,1,3,9.00,9.00
2023-01-25,253,6,245.00,3,1,1,4,6.00,6.00
2023-01-25,416,18,3.00,7,1,1,4,18.00,18.00
2023-01-25,401,7,4.00,7,1,1,4,7.00,5.00
2023-01-25,394,4,1.00,7,1,1,4,4.00,8.00
2023-01-25,187,16,7.00,7,1,1,4,16.00,12.67
2023-01-25,390,3,3.00,7,1,1,4,3.00,2.50
2023-01-25,288,12,6.00,2,1,1,4,12.00,12.00
2023-01-25,318,2,5.00,7,1,1,4,2.00,3.50
2023-01-25,462,17,5.00,10,1,1,4,17.00,16.50
2023-01-26,260,12,180.00,3,1,1,5,12.00,12.00
2023-01-26,447,11,1.30,7,1,1,5,11.00,11.00
2023-01-26,655,8,11.50,5,1,1,5,8.00,9.50
2023-01-26,356,15,1.00,7,1,1,5,15.00,15.00
2023-01-26,335,14,4.00,7,1,1,5,14.00,14.00
2023-01-26,268,19,50.00,7,1,1,5,19.00,14.00
2023-01-27,530,9,4.00,2,1,1,6,9.00,11.33
2023-01-27,311,12,6.00,7,1,1,6,12.00,12.00
2023-01-27,337,9,6.00,7,1,1,6,9.00,9.00
2023-01-27,300,11,12.00,10,1,1,6,11.00,10.33
2023-01-27,9,16,80.00,2,1,1,6,9.50,9.50
2023-01-27,412,5,1.50,7,1,1,6,5.00,5.00
2023-01-27,359,7,30.00,7,1,1,6,7.00,7.00
2023-01-27,153,15,2.00,7,1,1,6,15.00,15.00
2023-01-27,251,19,180.00,3,1,1,6,19.00,19.00
2023-01-28,205,13,30.00,2,1,1,7,13.00,13.00
2023-01-28,610,14,20.00,5,1,1,7,14.00,14.00
2023-01-28,259,15,130.00,3,1,1,7,15.00,15.00
2023-01-28,318,1,5.00,7,1,1,7,1.50,2.67
2023-01-28,81,1,7.00,10,1,1,7,1.00,5.25
2023-01-28,522,14,140.00,2,1,1,7,14.00,14.00
2023-01-28,193,2,3.50,7,1,1,7,8.00,9.67
2023-01-28,490,14,80.00,8,1,1,7,14.00,14.00
2023-01-28,7,2,85.00,2,1,1,7,2.00,2.00
2023-01-28,334,14,2.00,7,1,1,7,14.00,14.00
2023-01-28,535,2,50.00,2,1,1,7,2.00,5.00
2023-01-28,64,1,12.00,2,1,1,7,1.00,1.00
2023-01-29,526,2,15.00,2,1,1,1,2.00,2.00
2023-01-29,527,1,65.00,2,1,1,1,1.00,1.00
2023-01-29,371,4,5.00,7,1,1,1,4.00,4.00
2023-01-29,156,1,3.00,7,1,1,1,1.00,1.00
2023-01-29,196,2,18.00,7,1,1,1,2.00,2.00
2023-01-29,35,12,1.00,2,1,1,1,12.00,12.00
2023-01-29,461,1,1.50,10,1,1,1,1.00,1.00
2023-01-29,431,7,9.00,7,1,1,1,7.00,7.00
2023-01-29,532,1,5.00,2,1,1,1,1.00,1.00
2023-01-29,54,1,10.00,2,1,1,1,1.00,6.50
2023-01-30,535,1,50.00,2,1,1,2,1.50,3.67
2023-01-30,320,6,6.00,7,1,1,2,6.00,10.50
2023-01-30,11,1,250.00,2,1,1,2,1.00,1.00
2023-01-30,262,8,170.00,3,1,1,2,8.00,8.00
2023-01-30,191,19,70.00,7,1,1,2,19.00,19.00
2023-01-30,37,13,7.00,2,1,1,2,13.00,13.00
2023-01-30,113,7,0.84,3,1,1,2,7.00,7.00
2023-01-30,119,2,30.00,7,1,1,2,2.00,2.00
2023-01-30,140,5,0.80,7,1,1,2,4.50,4.50
2023-01-30,193,14,3.50,7,1,1,2,8.00,10.75
2023-01-31,461,6,1.50,10,1,1,3,3.50,2.67
2023-01-31,201,1,168.00,2,1,1,3,1.00,1.00
2023-01-31,57,12,50.00,2,1,1,3,12.00,12.00
2023-01-31,13,17,12.00,2,1,1,3,17.00,10.50
2023-01-31,420,3,5.00,7,1,1,3,3.00,3.00
2023-01-31,261,11,600.00,3,1,1,3,11.00,9.00
2023-02-01,443,14,15.00,7,1,2,4,14.00,8.00
2023-02-01,307,8,85.00,10,1,2,4,8.00,8.00
2023-02-01,617,4,1.00,5,1,2,4,4.00,4.00
2023-02-01,44,18,2.00,2,1,2,4,18.00,13.50
2023-02-01,203,6,20.00,2,1,2,4,6.00,5.50
2023-02-02,447,4,1.30,7,1,2,5,7.50,7.50
2023-02-02,182,1,35.00,7,1,2,5,1.00,1.00
2023-02-02,251,13,180.00,3,1,2,5,16.00,16.00
2023-02-02,519,11,0.60,2,1,2,5,11.00,9.33
2023-02-02,397,6,9.00,7,1,2,5,6.00,6.00
2023-02-02,14,2,3.50,2,1,2,5,2.00,2.00
2023-02-03,2,2,20.00,2,1,2,6,2.00,2.00
2023-02-03,460,2,5.00,10,1,2,6,2.00,6.67
2023-02-03,447,17,1.30,7,1,2,6,10.50,10.67
2023-02-03,331,13,15.00,7,1,2,6,13.00,13.00
2023-02-03,43,8,2.00,2,1,2,6,8.00,10.00
2023-02-03,16,1,5.00,2,1,2,6,1.00,3.75
2023-02-03,196,17,18.00,7,1,2,6,9.50,9.50
2023-02-03,309,8,8.00,7,1,2,6,8.00,8.00
2023-02-03,62,1,11.00,2,1,2,6,1.00,1.00
2023-02-03,315,16,3.00,7,1,2,6,16.00,16.00
2023-02-04,20,15,8.00,2,1,2,7,15.00,11.67
2023-02-04,395,3,3.00,7,1,2,7,3.00,3.00
2023-02-04,173,9,9.00,7,1,2,7,9.00,9.00
2023-02-04,456,11,690.00,7,1,2,7,11.00,11.00
2023-02-04,310,1,8.00,7,1,2,7,1.00,1.00
2023-02-04,615,13,385.00,5,1,2,7,13.00,13.00
2023-02-04,23,13,12.00,2,1,2,7,13.00,13.00
2023-02-04,270,16,135.00,7,1,2,7,16.00,16.00
2023-02-04,412,3,1.50,7,1,2,7,3.00,4.00
2023-02-04,323,17,30.00,7,1,2,7,17.00,17.00
2023-02-05,117,3,10.00,7,1,2,1,3.00,3.00
2023-02-05,525,14,3.00,2,1,2,1,14.00,14.00
2023-02-05,140,13,0.80,7,1,2,1,9.00,7.75
2023-02-05,114,17,400.00,3,1,2,1,17.00,17.00
2023-02-05,481,9,31.50,8,1,2,1,9.00,9.00
2023-02-05,217,11,695.00,2,1,2,1,11.00,11.00
2023-02-05,140,9,0.80,7,1,2,1,9.00,7.75
2023-02-05,430,3,9.00,7,1,2,1,3.00,4.00
2023-02-05,16,7,5.00,2,1,2,1,4.00,4.40
2023-02-05,25,2,20.00,2,1,2,1,2.00,2.00
2023-02-06,10,9,3.00,2,1,2,2,11.00,11.00
2023-02-06,452,18,32.00,7,1,2,2,18.00,18.00
2023-02-06,520,8,1.00,2,1,2,2,8.00,7.00
2023-02-06,279,11,3.18,2,1,2,2,11.00,11.00
2023-02-06,551,5,45.00,2,1,2,2,5.00,5.00
2023-02-06,10,13,3.00,2,1,2,2,11.00,11.00
2023-02-06,162,7,13.00,7,1,2,2,7.00,7.00
2023-02-06,205,2,30.00,2,1,2,2,2.00,7.50
2023-02-06,21,9,90.00,2,1,2,2,9.00,6.00
2023-02-06,173,1,9.00,7,1,2,2,5.00,5.00
2023-02-06,389,16,0.80,7,1,2,2,16.00,16.00
2023-02-07,420,1,5.00,7,1,2,3,2.00,2.00
2023-02-07,35,11,1.00,2,1,2,3,11.00,11.50
2023-02-07,28,1,20.00,2,1,2,3,1.00,1.50
2023-02-07,276,9,4.00,2,1,2,3,9.00,9.00
2023-02-07,417,6,4.50,7,1,2,3,6.00,6.00
2023-02-07,42,13,1.33,2,1,2,3,13.00,15.50
2023-02-07,488,4,11.40,8,1,2,3,4.00,4.00
2023-02-08,182,14,35.00,7,1,2,4,7.50,7.50
2023-02-08,234,1,38.00,10,1,2,4,1.00,7.50
2023-02-08,89,17,2.00,7,1,2,4,17.00,17.00
2023-02-08,524,15,4.50,2,1,2,4,15.00,15.00
2023-02-08,168,16,85.00,7,1,2,4,16.00,16.00
2023-02-08,256,1,750.00,3,1,2,4,1.00,4.00
2023-02-08,432,16,35.00,7,1,2,4,16.00,16.00
2023-02-08,154,2,4.00,7,1,2,4,2.00,2.00
2023-02-08,142,18,1.00,7,1,2,4,18.00,18.00
2023-02-08,459,11,1.50,10,1,2,4,11.00,12.25
2023-02-08,267,12,65.00,7,1,2,4,12.00,12.50
2023-02-08,2,18,20.00,2,1,2,4,10.00,10.00
2023-02-08,527,11,65.00,2,1,2,4,11.00,6.00
2023-02-09,207,1,50.00,2,1,2,5,1.00,1.00
2023-02-09,288,11,6.00,2,1,2,5,11.00,11.50
2023-02-09,15,19,5.00,2,1,2,5,19.00,19.00
2023-02-09,1,17,35.00,2,1,2,5,17.00,17.00
2023-02-09,211,7,4.00,2,1,2,5,7.00,7.00
2023-02-09,195,4,7.50,7,1,2,5,4.00,10.00
2023-02-09,363,9,30.00,7,1,2,5,9.00,9.00
2023-02-09,447,13,1.30,7,1,2,5,11.33,11.25
2023-02-09,106,19,100.00,7,1,2,5,19.00,19.00
2023-02-09,8,5,250.00,2,1,2,5,5.00,5.00
2023-02-10,72,18,45.00,2,1,2,6,18.00,18.00
2023-02-10,51,17,4.00,2,1,2,6,17.00,17.00
2023-02-10,14,17,3.50,2,1,2,6,17.00,9.50
2023-02-10,520,15,1.00,2,1,2,6,11.50,9.67
2023-02-10,599,9,55.00,5,1,2,6,9.00,9.00
2023-02-10,479,14,42.00,8,1,2,6,14.00,14.00
2023-02-10,84,13,6.00,7,1,2,6,13.00,12.67
2023-02-10,357,12,5.00,7,1,2,6,12.00,12.00
2023-02-10,414,19,2.00,7,1,2,6,19.00,19.00
2023-02-10,34,11,2.00,2,1,2,6,11.00,11.00
2023-02-11,183,16,55.00,7,1,2,7,16.00,16.00
2023-02-11,108,8,31.20,7,1,2,7,8.00,8.00
2023-02-11,195,14,7.50,7,1,2,7,9.00,11.33
2023-02-11,412,13,1.50,7,1,2,7,8.00,7.00
2023-02-11,26,14,20.00,2,1,2,7,14.00,14.00
2023-02-11,164,4,3.50,7,1,2,7,4.00,4.00
2023-02-11,449,15,15.00,7,1,2,7,15.00,15.00
2023-02-11,592,9,85.00,5,1,2,7,9.00,9.00
2023-02-11,537,5,16.00,2,1,2,7,5.00,5.00
2023-02-12,360,4,6.00,7,1,2,1,4.00,4.00
2023-02-12,160,17,3.50,7,1,2,1,17.00,17.00
2023-02-12,161,3,1.00,7,1,2,1,3.00,6.00
2023-02-12,114,6,400.00,3,1,2,1,11.50,11.50
2023-02-12,228,4,380.00,4,1,2,1,4.00,4.00
2023-02-12,247,19,8.50,3,1,2,1,19.00,19.00
2023-02-12,393,6,5.00,7,1,2,1,6.00,6.00
2023-02-12,358,1,1.50,7,1,2,1,1.00,1.00
2023-02-12,444,13,7.00,7,1,2,1,13.00,13.00
2023-02-12,456,7,690.00,7,1,2,1,7.00,9.00
2023-02-12,338,18,9.00,7,1,2,1,18.00,17.00
2023-02-12,533,13,15.00,2,1,2,1,13.00,13.00
2023-02-13,28,12,20.00,2,1,2,2,6.50,5.00
2023-02-13,428,9,7.00,7,1,2,2,9.00,5.50
2023-02-13,402,12,5.00,7,1,2,2,12.00,12.00
2023-02-13,5,11,235.00,2,1,2,2,11.00,6.00
2023-02-13,18,13,10.00,2,1,2,2,13.00,13.00
2023-02-13,14,4,3.50,2,1,2,2,10.50,7.67
2023-02-13,249,5,1550.00,3,1,2,2,5.00,5.00
2023-02-13,88,6,28.00,7,1,2,2,6.00,6.00
2023-02-13,308,18,3.00,2,1,2,2,18.00,18.00
2023-02-13,521,2,2.50,2,1,2,2,2.00,10.50
2023-02-14,21,1,90.00,2,1,2,3,1.00,3.67
2023-02-14,126,8,2.00,7,1,2,3,8.00,8.00
2023-02-14,73,7,3.00,2,1,2,3,7.00,11.00
2023-02-14,44,2,2.00,2,1,2,3,2.00,9.67
2023-02-14,312,18,3.00,7,1,2,3,18.00,18.00
2023-02-14,609,16,1.40,5,1,2,3,16.00,16.00
2023-02-14,161,4,1.00,7,1,2,3,3.50,5.33
2023-02-14,202,1,20.00,2,1,2,3,1.00,1.00
2023-02-14,426,15,95.00,7,1,2,3,15.00,15.50
2023-02-14,427,4,9.00,7,1,2,3,4.00,4.00
2023-02-14,95,15,25.00,1,1,2,3,15.00,15.00
2023-02-14,128,19,19.00,7,1,2,3,19.00,19.00
2023-02-14,309,19,8.00,7,1,2,3,19.00,13.50
2023-02-14,287,13,1.00,2,1,2,3,13.00,15.00
2023-02-14,22,7,12.00,2,1,2,3,7.00,7.00
2023-02-15,228,12,380.00,4,1,2,4,8.00,8.00
2023-02-15,14,7,3.50,2,1,2,4,9.33,7.50
2023-02-15,59,2,3.30,2,1,2,4,2.00,9.00
2023-02-15,363,17,30.00,7,1,2,4,13.00,13.00
2023-02-15,617,6,1.00,5,1,2,4,6.00,5.00
2023-02-15,608,5,100.00,5,1,2,4,5.00,5.00
2023-02-15,164,15,3.50,7,1,2,4,9.50,9.50
2023-02-15,313,1,2.00,7,1,2,4,1.00,1.00
