product_id,total_sold_quantity,total_stock_quantity,avg_buying_price,avg_selling_price,month,quarter,prev_sold_quantity_1,prev_sold_quantity_2,prev_sold_quantity_3,stock_out,Año,Mes
428,17,45,6.44,7.0,10,4,0,15,14,0,2023,10
428,19,45,6.44,7.0,11,4,0,17,15,0,2023,11
428,21,90,6.44,7.0,12,4,0,19,17,0,2023,12
428,1,45,6.44,7.0,1,1,0,21,19,0,2024,1
428,2,45,6.44,7.0,3,1,0,0,1,0,2024,3
428,4,45,6.44,7.0,4,2,0,2,0,0,2024,4
428,7,45,6.44,7.0,5,2,0,4,2,0,2024,5
428,8,90,6.44,7.0,6,2,0,7,4,0,2024,6
428,10,90,6.44,7.0,7,3,0,8,7,0,2024,7
428,2,45,6.44,7.0,10,4,0,0,0,0,2024,10
428,8,135,6.44,7.0,11,4,0,2,0,0,2024,11
428,40,291,6.44,7.0,12,4,0,8,2,0,2024,12
543,18,25,9.2,10.0,1,1,0,0,0,0,2023,1
543,1,25,9.2,10.0,3,1,0,0,18,0,2023,3
543,5,50,9.2,10.0,4,2,0,1,0,0,2023,4
543,12,25,9.2,10.0,5,2,0,5,1,0,2023,5
543,2,25,9.2,10.0,6,2,0,12,5,0,2023,6
543,2,25,9.2,10.0,9,3,0,0,0,0,2023,9
543,35,100,9.2,10.0,10,4,0,2,0,0,2023,10
543,24,50,9.2,10.0,11,4,0,35,2,0,2023,11
543,15,25,9.2,10.0,12,4,0,24,35,0,2023,12
543,1,25,9.2,10.0,2,1,0,0,15,0,2024,2
543,7,25,9.2,10.0,4,2,0,0,1,0,2024,4
543,3,25,9.2,10.0,5,2,0,7,0,0,2024,5
543,5,161,9.2,10.0,8,3,0,0,0,0,2024,8
261,18,44,552.0,600.0,1,1,0,0,0,0,2023,1
261,19,22,552.0,600.0,5,2,0,0,0,0,2023,5
261,14,22,552.0,600.0,6,2,0,19,0,0,2023,6
261,13,22,552.0,600.0,7,3,0,14,19,0,2023,7
261,2,22,552.0,600.0,8,3,0,13,14,0,2023,8
261,11,22,552.0,600.0,10,4,0,0,2,0,2023,10
261,36,44,552.0,600.0,12,4,0,0,11,0,2023,12
261,5,146,552.0,600.0,10,4,0,0,0,0,2024,10
18,6,27,11.04,7.0,1,1,0,0,0,0,2023,1
18,16,54,11.04,7.0,2,1,0,6,0,0,2023,2
18,11,27,11.04,7.0,3,1,0,16,6,0,2023,3
18,3,27,11.04,7.0,4,2,0,11,16,0,2023,4
18,14,27,11.04,7.0,6,2,0,0,3,0,2023,6
18,1,27,11.04,7.0,7,3,0,14,0,0,2023,7
18,6,27,11.04,7.0,9,3,0,0,1,0,2023,9
18,19,27,11.04,7.0,11,4,0,0,6,0,2023,11
18,7,27,11.04,7.0,12,4,0,19,0,0,2023,12
18,6,27,11.04,7.0,2,1,0,0,7,0,2024,2
18,4,27,11.04,7.0,3,1,0,6,0,0,2024,3
18,2,27,11.04,7.0,5,2,0,0,4,0,2024,5
18,21,27,11.04,7.0,7,3,0,0,2,0,2024,7
18,10,27,11.04,7.0,9,3,0,0,21,0,2024,9
18,55,352,11.04,7.0,10,4,0,10,0,0,2024,10
181,5,30,46.0,50.0,1,1,0,0,0,0,2023,1
181,19,15,46.0,50.0,2,1,0,5,0,0,2023,2
181,12,15,46.0,50.0,4,2,0,0,19,0,2023,4
181,13,15,46.0,50.0,9,3,0,0,0,0,2023,9
181,9,15,46.0,50.0,11,4,0,0,13,0,2023,11
181,17,15,46.0,50.0,12,4,0,9,0,0,2023,12
181,2,15,46.0,50.0,5,2,0,0,0,0,2024,5
181,10,102,46.0,50.0,12,4,0,0,0,0,2024,12
540,65,220,4.6,2.0,1,1,0,0,0,0,2023,1
540,4,55,4.6,2.0,3,1,0,0,65,0,2023,3
540,4,55,4.6,2.0,4,2,0,4,0,0,2023,4
540,19,55,4.6,2.0,5,2,0,4,4,0,2023,5
540,6,55,4.6,2.0,7,3,0,0,19,0,2023,7
540,22,110,4.6,2.0,8,3,0,6,0,0,2023,8
540,4,55,4.6,2.0,9,3,0,22,6,0,2023,9
540,13,55,4.6,2.0,10,4,0,4,22,0,2023,10
540,27,110,4.6,2.0,11,4,0,13,4,0,2023,11
540,8,55,4.6,2.0,4,2,0,0,0,0,2024,4
540,2,55,4.6,2.0,5,2,0,8,0,0,2024,5
540,4,55,4.6,2.0,7,3,0,0,2,0,2024,7
540,1,55,4.6,2.0,9,3,0,0,4,0,2024,9
540,500,734,4.6,2.0,10,4,0,1,0,0,2024,10
183,6,23,50.6,55.0,1,1,0,0,0,0,2023,1
183,16,23,50.6,55.0,2,1,0,6,0,0,2023,2
183,3,23,50.6,55.0,4,2,0,0,16,0,2023,4
183,19,23,50.6,55.0,8,3,0,0,0,0,2023,8
183,5,46,50.6,55.0,9,3,0,19,0,0,2023,9
183,2,23,50.6,55.0,10,4,0,5,19,0,2023,10
183,340,154,50.6,55.0,12,4,0,0,0,0,2024,12
278,18,4,13.8,15.0,1,1,0,0,0,0,2023,1
278,1,4,13.8,15.0,12,4,0,0,0,0,2023,12
278,4,24,13.8,15.0,4,2,0,0,0,0,2024,4
19,9,23,12.88,14.0,1,1,0,0,0,0,2023,1
19,1,23,12.88,14.0,3,1,0,0,9,0,2023,3
19,8,23,12.88,14.0,4,2,0,1,0,0,2023,4
19,2,23,12.88,14.0,5,2,0,8,1,0,2023,5
19,17,23,12.88,14.0,7,3,0,0,2,0,2023,7
19,5,23,12.88,14.0,9,3,0,0,17,0,2023,9
19,17,46,12.88,14.0,10,4,0,5,0,0,2023,10
19,3,23,12.88,14.0,11,4,0,17,5,0,2023,11
19,6,23,12.88,14.0,12,4,0,3,17,0,2023,12
19,4,23,12.88,14.0,2,1,0,0,6,0,2024,2
19,4,23,12.88,14.0,3,1,0,4,0,0,2024,3
19,31,23,12.88,14.0,7,3,0,0,0,0,2024,7
19,60,154,12.88,14.0,12,4,0,0,0,0,2024,12
162,9,24,13.8,15.0,1,1,0,0,0,0,2023,1
162,7,24,13.8,15.0,2,1,0,9,0,0,2023,2
162,18,24,13.8,15.0,3,1,0,7,9,0,2023,3
162,2,24,13.8,15.0,6,2,0,0,0,0,2023,6
162,4,24,13.8,15.0,7,3,0,2,0,0,2023,7
162,4,24,13.8,15.0,8,3,0,4,2,0,2023,8
162,16,48,13.8,15.0,9,3,0,4,4,0,2023,9
162,8,24,13.8,15.0,10,4,0,16,4,0,2023,10
162,19,24,13.8,15.0,12,4,0,0,8,0,2023,12
162,1,24,13.8,15.0,1,1,0,19,0,0,2024,1
162,23,24,13.8,15.0,4,2,0,0,0,0,2024,4
162,2,24,13.8,15.0,6,2,0,0,23,0,2024,6
162,35,306,13.8,15.0,10,4,0,0,0,0,2024,10
186,25,134,2.3,2.5,1,1,0,0,0,0,2023,1
186,14,134,2.3,2.5,3,1,0,0,25,0,2023,3
186,4,67,2.3,2.5,4,2,0,14,0,0,2023,4
186,12,67,2.3,2.5,6,2,0,0,4,0,2023,6
186,22,134,2.3,2.5,7,3,0,12,0,0,2023,7
186,17,67,2.3,2.5,9,3,0,0,22,0,2023,9
186,21,134,2.3,2.5,10,4,0,17,0,0,2023,10
186,5,134,2.3,2.5,11,4,0,21,17,0,2023,11
186,20,134,2.3,2.5,12,4,0,5,21,0,2023,12
186,15,134,2.3,2.5,1,1,0,20,5,0,2024,1
186,16,201,2.3,2.5,2,1,0,15,20,0,2024,2
186,8,67,2.3,2.5,3,1,0,16,15,0,2024,3
186,8,67,2.3,2.5,4,2,0,8,16,0,2024,4
186,65,402,2.3,2.5,5,2,0,8,8,0,2024,5
186,6,134,2.3,2.5,7,3,0,0,65,0,2024,7
186,9,134,2.3,2.5,8,3,0,6,0,0,2024,8
186,23,268,2.3,2.5,9,3,0,9,6,0,2024,9
186,5,67,2.3,2.5,10,4,0,23,9,0,2024,10
186,25,134,2.3,2.5,11,4,0,5,23,0,2024,11
186,72,1135,2.3,2.5,12,4,0,25,5,0,2024,12
142,17,51,0.92,1.0,1,1,0,0,0,0,2023,1
142,21,102,0.92,1.0,2,1,0,17,0,0,2023,2
142,1,51,0.92,1.0,6,2,0,0,0,0,2023,6
142,17,51,0.92,1.0,10,4,0,0,0,0,2023,10
142,50,51,0.92,1.0,2,1,0,0,0,0,2024,2
142,100,51,0.92,1.0,4,2,0,0,50,0,2024,4
142,250,337,0.92,1.0,11,4,0,0,0,0,2024,11
176,4,14,46.0,50.0,1,1,0,0,0,0,2023,1
176,1,14,46.0,50.0,3,1,0,0,4,0,2023,3
176,4,42,46.0,50.0,5,2,0,0,1,0,2023,5
176,20,28,46.0,50.0,8,3,0,0,0,0,2023,8
176,19,14,46.0,50.0,9,3,0,20,0,0,2023,9
176,1,14,46.0,50.0,10,4,0,19,20,0,2023,10
176,13,14,46.0,50.0,11,4,0,1,19,0,2023,11
176,1,14,46.0,50.0,1,1,0,0,13,0,2024,1
176,1,14,46.0,50.0,7,3,0,0,0,0,2024,7
176,30,87,46.0,50.0,12,4,0,0,0,0,2024,12
285,23,10,4.6,5.0,1,1,0,0,0,0,2023,1
285,8,30,4.6,5.0,9,3,0,0,0,0,2024,9
106,13,21,110.4,120.0,1,1,0,0,0,0,2023,1
106,19,21,110.4,120.0,2,1,0,13,0,0,2023,2
106,12,21,110.4,120.0,3,1,0,19,13,0,2023,3
106,5,42,110.4,120.0,4,2,0,12,19,0,2023,4
106,20,42,110.4,120.0,6,2,0,0,5,0,2023,6
106,11,21,110.4,120.0,7,3,0,20,0,0,2023,7
106,7,21,110.4,120.0,9,3,0,0,11,0,2023,9
106,14,42,110.4,120.0,11,4,0,0,7,0,2023,11
106,2,21,110.4,120.0,12,4,0,14,0,0,2023,12
106,1,21,110.4,120.0,2,1,0,0,2,0,2024,2
106,1,21,110.4,120.0,8,3,0,0,0,0,2024,8
106,5,137,110.4,120.0,10,4,0,0,1,0,2024,10
105,26,63,64.4,70.0,1,1,0,0,0,0,2023,1
105,7,21,64.4,70.0,5,2,0,0,0,0,2023,5
105,9,21,64.4,70.0,7,3,0,0,7,0,2023,7
105,14,42,64.4,70.0,8,3,0,9,0,0,2023,8
105,2,21,64.4,70.0,9,3,0,14,9,0,2023,9
105,1,21,64.4,70.0,10,4,0,2,14,0,2023,10
105,36,63,64.4,70.0,11,4,0,1,2,0,2023,11
105,4,42,64.4,70.0,12,4,0,36,1,0,2023,12
105,1,21,64.4,70.0,1,1,0,4,36,0,2024,1
105,3,63,64.4,70.0,4,2,0,0,0,0,2024,4
105,1,21,64.4,70.0,5,2,0,3,0,0,2024,5
105,1,21,64.4,70.0,7,3,0,0,1,0,2024,7
105,1,21,64.4,70.0,8,3,0,1,0,0,2024,8
105,1,21,64.4,70.0,9,3,0,1,1,0,2024,9
105,5,137,64.4,70.0,12,4,0,0,0,0,2024,12
202,19,17,18.4,20.0,1,1,0,0,0,0,2023,1
202,1,17,18.4,20.0,2,1,0,19,0,0,2023,2
202,20,34,18.4,20.0,5,2,0,0,0,0,2023,5
202,19,34,18.4,20.0,6,2,0,20,0,0,2023,6
202,12,17,18.4,20.0,7,3,0,19,20,0,2023,7
202,11,17,18.4,20.0,10,4,0,0,0,0,2023,10
202,1,17,18.4,20.0,11,4,0,11,0,0,2023,11
202,1,17,18.4,20.0,7,3,0,0,0,0,2024,7
202,5,111,18.4,20.0,10,4,0,0,0,0,2024,10
229,12,3,138.0,150.0,1,1,0,0,0,0,2023,1
229,6,3,138.0,150.0,7,3,0,0,0,0,2023,7
229,4,22,138.0,150.0,4,2,0,0,0,0,2024,4
43,12,26,0.46,0.5,1,1,0,0,0,0,2023,1
43,8,26,0.46,0.5,2,1,0,12,0,0,2023,2
43,13,52,0.46,0.5,3,1,0,8,12,0,2023,3
43,19,52,0.46,0.5,5,2,0,0,13,0,2023,5
43,2,26,0.46,0.5,6,2,0,19,0,0,2023,6
43,28,78,0.46,0.5,8,3,0,0,2,0,2023,8
43,18,26,0.46,0.5,9,3,0,28,0,0,2023,9
43,5,52,0.46,0.5,10,4,0,18,28,0,2023,10
43,11,26,0.46,0.5,11,4,0,5,18,0,2023,11
43,11,26,0.46,0.5,12,4,0,11,5,0,2023,12
43,2,26,0.46,0.5,1,1,0,11,11,0,2024,1
43,5,167,0.46,0.5,2,1,0,2,11,0,2024,2
338,45,69,8.28,9.0,1,1,0,0,0,0,2023,1
338,18,23,8.28,9.0,2,1,0,45,0,0,2023,2
338,19,23,8.28,9.0,6,2,0,0,0,0,2023,6
338,19,46,8.28,9.0,7,3,0,19,0,0,2023,7
338,2,23,8.28,9.0,2,1,0,0,0,0,2024,2
338,2,23,8.28,9.0,3,1,0,2,0,0,2024,3
338,3,23,8.28,9.0,5,2,0,0,2,0,2024,5
338,5,46,8.28,9.0,6,2,0,3,0,0,2024,6
338,1,23,8.28,9.0,7,3,0,5,3,0,2024,7
338,3,23,8.28,9.0,10,4,0,0,0,0,2024,10
338,5,153,8.28,9.0,12,4,0,0,3,0,2024,12
59,33,198,2.02,2.2,1,1,0,0,0,0,2023,1
59,2,66,2.02,2.2,2,1,0,33,0,0,2023,2
59,12,132,2.02,2.2,3,1,0,2,33,0,2023,3
59,14,66,2.02,2.2,4,2,0,12,2,0,2023,4
59,2,66,2.02,2.2,5,2,0,14,12,0,2023,5
59,6,66,2.02,2.2,6,2,0,2,14,0,2023,6
59,1,66,2.02,2.2,8,3,0,0,6,0,2023,8
59,33,264,2.02,2.2,9,3,0,1,0,0,2023,9
59,8,66,2.02,2.2,11,4,0,0,33,0,2023,11
59,116,264,2.02,2.2,5,2,0,0,0,0,2024,5
59,7,66,2.02,2.2,6,2,0,116,0,0,2024,6
59,500,441,2.02,2.2,12,4,0,0,0,0,2024,12
535,11,51,46.0,50.0,1,1,0,0,0,0,2023,1
535,17,17,46.0,50.0,3,1,0,0,11,0,2023,3
535,6,17,46.0,50.0,4,2,0,17,0,0,2023,4
535,32,51,46.0,50.0,6,2,0,0,6,0,2023,6
535,8,17,46.0,50.0,10,4,0,0,0,0,2023,10
535,6,17,46.0,50.0,11,4,0,8,0,0,2023,11
535,1,17,46.0,50.0,2,1,0,0,0,0,2024,2
535,25,222,46.0,50.0,4,2,0,0,1,0,2024,4
519,17,1382,0.37,0.45,1,1,0,0,0,0,2023,1
519,11,691,0.37,0.45,2,1,0,17,0,0,2023,2
519,44,2073,0.37,0.45,3,1,0,11,17,0,2023,3
519,17,691,0.37,0.45,5,2,0,0,44,0,2023,5
519,18,1382,0.37,0.45,6,2,0,17,0,0,2023,6
519,4,1382,0.37,0.45,8,3,0,0,18,0,2023,8
519,2,691,0.37,0.45,10,4,0,0,4,0,2023,10
519,7,691,0.37,0.45,11,4,0,2,0,0,2023,11
519,13,691,0.37,0.45,12,4,0,7,2,0,2023,12
519,1300,1382,0.37,0.45,2,1,0,0,13,0,2024,2
519,23,1382,0.37,0.45,4,2,0,0,1300,0,2024,4
519,1300,691,0.37,0.45,6,2,0,0,23,0,2024,6
519,100,691,0.37,0.45,10,4,0,0,0,0,2024,10
519,3000,4597,0.37,0.45,12,4,0,0,100,0,2024,12
455,14,9,22.08,24.0,1,1,0,0,0,0,2023,1
455,1,9,22.08,24.0,6,2,0,0,0,0,2023,6
455,9,9,22.08,24.0,7,3,0,1,0,0,2023,7
455,6,9,22.08,24.0,9,3,0,0,9,0,2023,9
455,15,9,22.08,24.0,12,4,0,0,0,0,2023,12
455,1,9,22.08,24.0,4,2,0,0,0,0,2024,4
455,5,57,22.08,24.0,7,3,0,0,0,0,2024,7
63,14,78,5.06,5.5,1,1,0,0,0,0,2023,1
63,32,117,5.06,5.5,3,1,0,0,14,0,2023,3
63,2,39,5.06,5.5,4,2,0,32,0,0,2023,4
63,9,39,5.06,5.5,5,2,0,2,32,0,2023,5
63,1,39,5.06,5.5,6,2,0,9,2,0,2023,6
63,16,39,5.06,5.5,9,3,0,0,0,0,2023,9
63,13,78,5.06,5.5,10,4,0,16,0,0,2023,10
63,11,39,5.06,5.5,11,4,0,13,16,0,2023,11
63,12,78,5.06,5.5,2,1,0,0,0,0,2024,2
63,68,78,5.06,5.5,3,1,0,12,0,0,2024,3
63,2,78,5.06,5.5,5,2,0,0,68,0,2024,5
63,5,78,5.06,5.5,7,3,0,0,2,0,2024,7
63,50,756,5.06,5.5,8,3,0,5,0,0,2024,8
258,17,22,874.0,950.0,1,1,0,0,0,0,2023,1
258,7,22,874.0,950.0,2,1,0,17,0,0,2023,2
258,13,22,874.0,950.0,3,1,0,7,17,0,2023,3
258,1,22,874.0,950.0,6,2,0,0,0,0,2023,6
258,6,22,874.0,950.0,7,3,0,1,0,0,2023,7
258,25,66,874.0,950.0,8,3,0,6,1,0,2023,8
258,11,22,874.0,950.0,9,3,0,25,6,0,2023,9
258,9,22,874.0,950.0,10,4,0,11,25,0,2023,10
258,15,22,874.0,950.0,11,4,0,9,11,0,2023,11
258,7,22,874.0,950.0,12,4,0,15,9,0,2023,12
258,1,22,874.0,950.0,4,2,0,0,0,0,2024,4
258,5,145,874.0,950.0,7,3,0,0,0,0,2024,7
646,13,58,16.56,18.0,1,1,0,0,0,0,2023,1
646,11,58,16.56,18.0,3,1,0,0,13,0,2023,3
646,5,58,16.56,18.0,6,2,0,0,0,0,2023,6
646,19,58,16.56,18.0,7,3,0,5,0,0,2023,7
646,3,116,16.56,18.0,9,3,0,0,19,0,2023,9
646,17,58,16.56,18.0,12,4,0,0,0,0,2023,12
646,120,116,16.56,18.0,3,1,0,0,0,0,2024,3
646,20,116,16.56,18.0,7,3,0,0,0,0,2024,7
646,1,58,16.56,18.0,10,4,0,0,0,0,2024,10
646,410,754,16.56,18.0,12,4,0,0,1,0,2024,12
227,5,6,322.0,350.0,1,1,0,0,0,0,2023,1
227,15,6,322.0,350.0,4,2,0,0,0,0,2023,4
227,12,6,322.0,350.0,11,4,0,0,0,0,2023,11
227,5,39,322.0,350.0,7,3,0,0,0,0,2024,7
104,19,17,55.2,60.0,1,1,0,0,0,0,2023,1
104,15,17,55.2,60.0,3,1,0,0,19,0,2023,3
104,11,17,55.2,60.0,5,2,0,0,15,0,2023,5
104,7,17,55.2,60.0,8,3,0,0,0,0,2023,8
104,12,34,55.2,60.0,11,4,0,0,0,0,2023,11
104,16,17,55.2,60.0,12,4,0,12,0,0,2023,12
104,30,112,55.2,60.0,7,3,0,0,0,0,2024,7
429,15,52,9.2,10.0,1,1,0,0,0,0,2023,1
429,18,52,9.2,10.0,3,1,0,0,15,0,2023,3
429,12,26,9.2,10.0,5,2,0,0,18,0,2023,5
429,2,26,9.2,10.0,7,3,0,0,12,0,2023,7
429,4,26,9.2,10.0,8,3,0,2,0,0,2023,8
429,35,52,9.2,10.0,9,3,0,4,2,0,2023,9
429,35,52,9.2,10.0,11,4,0,0,35,0,2023,11
429,4,26,9.2,10.0,12,4,0,35,0,0,2023,12
429,3,26,9.2,10.0,3,1,0,0,0,0,2024,3
429,1,26,9.2,10.0,4,2,0,3,0,0,2024,4
429,10,170,9.2,10.0,7,3,0,0,0,0,2024,7
179,1,16,7.36,8.0,1,1,0,0,0,0,2023,1
179,12,32,7.36,8.0,3,1,0,0,1,0,2023,3
179,14,16,7.36,8.0,4,2,0,12,0,0,2023,4
179,16,32,7.36,8.0,5,2,0,14,12,0,2023,5
179,31,32,7.36,8.0,6,2,0,16,14,0,2023,6
179,1,16,7.36,8.0,7,3,0,31,16,0,2023,7
179,1,16,7.36,8.0,11,4,0,0,0,0,2023,11
179,40,108,7.36,8.0,7,3,0,0,0,0,2024,7
355,18,24,1.84,2.0,1,1,0,0,0,0,2023,1
355,1,24,1.84,2.0,9,3,0,0,0,0,2023,9
355,70,48,1.84,2.0,7,3,0,0,0,0,2024,7
355,175,159,1.84,2.0,8,3,0,70,0,0,2024,8
10,2,42,2.76,3.0,1,1,0,0,0,0,2023,1
10,22,84,2.76,3.0,2,1,0,2,0,0,2023,2
10,1,42,2.76,3.0,3,1,0,22,2,0,2023,3
10,8,84,2.76,3.0,6,2,0,0,0,0,2023,6
10,7,42,2.76,3.0,7,3,0,8,0,0,2023,7
10,23,84,2.76,3.0,8,3,0,7,8,0,2023,8
10,12,42,2.76,3.0,9,3,0,23,7,0,2023,9
10,19,84,2.76,3.0,10,4,0,12,23,0,2023,10
10,18,42,2.76,3.0,11,4,0,19,12,0,2023,11
