product_id,selling_date,stock_quantity,current_quantity,buying_price,selling_price,sold_quantity,days_since_last_purchase,margin
253,"2023-01-25 00:00:00",15,0,225.4,245,6,760,19.6
416,"2023-01-25 00:00:00",90,35,2.76,3,18,760,0.24
401,"2023-01-25 00:00:00",35,3,3.68,4,7,760,0.32
394,"2023-01-25 00:00:00",30,8,1.84,2,4,760,0.16
187,"2023-01-25 00:00:00",175,33,3.68,4,16,760,0.32
390,"2023-01-25 00:00:00",25,11,2.76,3,3,760,0.24
288,"2023-01-25 00:00:00",100,15,16.56,18,12,760,1.44
318,"2023-01-25 00:00:00",90,32,4.6,5,2,760,0.4
462,"2023-01-25 00:00:00",90,23,4.6,5,17,760,0.4
260,"2023-01-26 00:00:00",85,12,165.6,180,12,760,14.4
447,"2023-01-26 00:00:00",70,9,1.84,2,11,760,0.16
655,"2023-01-26 00:00:00",60,5,11.04,12,8,760,0.96
356,"2023-01-26 00:00:00",25,2,0.92,1,15,760,0.08
335,"2023-01-26 00:00:00",85,22,3.68,4,14,760,0.32
268,"2023-01-26 00:00:00",100,21,36.8,40,19,760,3.2
530,"2023-01-27 00:00:00",145,25,3.68,4,9,760,0.32
311,"2023-01-27 00:00:00",60,7,5.52,6,12,760,0.48
337,"2023-01-27 00:00:00",90,18,5.52,6,9,760,0.48
300,"2023-01-27 00:00:00",65,18,11.04,12,11,760,0.96
9,"2023-01-27 00:00:00",45,3,184,200,16,760,16
412,"2023-01-27 00:00:00",125,21,1.38,1.5,5,760,0.12
359,"2023-01-27 00:00:00",45,6,27.6,30,7,760,2.4
153,"2023-01-27 00:00:00",20,3,1.84,2,15,760,0.16
251,"2023-01-27 00:00:00",140,24,287.04,312,19,760,24.96
205,"2023-01-28 00:00:00",110,21,27.6,30,13,760,2.4
610,"2023-01-28 00:00:00",40,7,32.2,35,14,760,2.8
259,"2023-01-28 00:00:00",155,39,119.6,130,15,760,10.4
318,"2023-01-28 00:00:00",90,32,4.6,5,1,760,0.4
81,"2023-01-28 00:00:00",60,14,6.44,7,1,760,0.56
522,"2023-01-28 00:00:00",25,5,128.8,140,14,760,11.2
193,"2023-01-28 00:00:00",175,47,3.22,3.5,2,760,0.28
490,"2023-01-28 00:00:00",20,4,73.6,80,14,760,6.4
7,"2023-01-28 00:00:00",80,11,16.56,18,2,760,1.44
334,"2023-01-28 00:00:00",110,29,1.84,2,14,760,0.16
535,"2023-01-28 00:00:00",100,27,46,50,2,760,4
64,"2023-01-28 00:00:00",35,12,12.88,14,1,760,1.12
526,"2023-01-29 00:00:00",25,8,19.32,21,2,760,1.68
527,"2023-01-29 00:00:00",80,17,59.8,65,1,760,5.2
371,"2023-01-29 00:00:00",5,0,8.28,9,4,760,0.72
156,"2023-01-29 00:00:00",25,10,2.76,3,1,760,0.24
196,"2023-01-29 00:00:00",165,42,16.56,18,2,760,1.44
35,"2023-01-29 00:00:00",60,16,0.92,1,12,760,0.08
461,"2023-01-29 00:00:00",120,26,1.196,1.3,1,760,0.104
431,"2023-01-29 00:00:00",45,7,8.28,9,7,760,0.72
532,"2023-01-29 00:00:00",145,21,10.12,11,1,760,0.88
54,"2023-01-29 00:00:00",100,33,9.2,10,1,760,0.8
535,"2023-01-30 00:00:00",100,27,46,50,1,760,4
320,"2023-01-30 00:00:00",115,37,9.2,10,6,760,0.8
11,"2023-01-30 00:00:00",15,6,271.4,295,1,760,23.6
262,"2023-01-30 00:00:00",125,29,151.8,165,8,760,13.2
191,"2023-01-30 00:00:00",140,46,64.4,70,19,760,5.6
37,"2023-01-30 00:00:00",60,13,11.96,13,13,760,1.04
113,"2023-01-30 00:00:00",30,3,0.77280077280077,0.84000084000084,7,760,0.067200067200067
119,"2023-01-30 00:00:00",15,4,27.6,30,2,760,2.4
140,"2023-01-30 00:00:00",105,40,0.736,0.8,5,760,0.064
193,"2023-01-30 00:00:00",175,47,3.22,3.5,14,760,0.28
461,"2023-01-31 00:00:00",120,26,1.196,1.3,6,760,0.104
201,"2023-01-31 00:00:00",75,22,154.56,168,1,760,13.44
57,"2023-01-31 00:00:00",100,18,41.4,45,12,760,3.6
13,"2023-01-31 00:00:00",130,36,11.04,12,17,760,0.96
420,"2023-01-31 00:00:00",110,34,5.06,5.5,3,760,0.44
261,"2023-01-31 00:00:00",120,29,552,600,11,760,48
443,"2023-02-01 00:00:00",20,0,13.8,15,14,760,1.2
307,"2023-02-01 00:00:00",50,11,82.8,90,8,760,7.2
617,"2023-02-01 00:00:00",140,30,1.84,2,4,760,0.16
44,"2023-02-01 00:00:00",155,39,1.38,1.5,18,760,0.12
203,"2023-02-01 00:00:00",70,20,18.4,20,6,760,1.6
447,"2023-02-02 00:00:00",70,9,1.84,2,4,760,0.16
182,"2023-02-02 00:00:00",60,6,32.2,35,1,760,2.8
251,"2023-02-02 00:00:00",140,24,287.04,312,13,760,24.96
519,"2023-02-02 00:00:00",125,16,0.368,0.4,11,760,0.032
397,"2023-02-02 00:00:00",75,17,8.28,9,6,760,0.72
14,"2023-02-02 00:00:00",95,28,2.76,3,2,760,0.24
2,"2023-02-03 00:00:00",115,37,18.4,20,2,760,1.6
460,"2023-02-03 00:00:00",115,19,3.22,3.5,2,760,0.28
447,"2023-02-03 00:00:00",70,9,1.84,2,17,760,0.16
331,"2023-02-03 00:00:00",60,26,13.8,15,13,760,1.2
43,"2023-02-03 00:00:00",145,36,0.46,0.5,8,760,0.04
16,"2023-02-03 00:00:00",80,41,4.6,5,1,760,0.4
196,"2023-02-03 00:00:00",165,42,16.56,18,17,760,1.44
309,"2023-02-03 00:00:00",55,13,9.2,10,8,760,0.8
62,"2023-02-03 00:00:00",25,4,11.04,12,1,760,0.96
315,"2023-02-03 00:00:00",65,11,2.76,3,16,760,0.24
20,"2023-02-04 00:00:00",90,21,20.24,22,15,760,1.76
395,"2023-02-04 00:00:00",30,10,2.76,3,3,760,0.24
173,"2023-02-04 00:00:00",80,22,8.28,9,9,760,0.72
456,"2023-02-04 00:00:00",25,7,634.8,690,11,760,55.2
310,"2023-02-04 00:00:00",65,17,7.36,8,1,760,0.64
615,"2023-02-04 00:00:00",25,7,335.8,365,13,760,29.2
23,"2023-02-04 00:00:00",125,32,11.04,12,13,760,0.96
270,"2023-02-04 00:00:00",120,28,96.6,105,16,760,8.4
412,"2023-02-04 00:00:00",125,21,1.38,1.5,3,760,0.12
323,"2023-02-04 00:00:00",35,0,27.6,30,17,760,2.4
117,"2023-02-05 00:00:00",25,7,9.2,10,3,760,0.8
525,"2023-02-05 00:00:00",20,4,2.76,3,14,760,0.24
140,"2023-02-05 00:00:00",105,40,0.736,0.8,13,760,0.064
114,"2023-02-05 00:00:00",20,0,368,400,17,760,32
481,"2023-02-05 00:00:00",25,6,28.98,31.5,9,760,2.52
217,"2023-02-05 00:00:00",35,7,354.2,385,11,760,30.8
140,"2023-02-05 00:00:00",105,40,0.736,0.8,9,760,0.064
430,"2023-02-05 00:00:00",95,17,8.28,9,3,760,0.72
16,"2023-02-05 00:00:00",80,41,4.6,5,7,760,0.4
25,"2023-02-05 00:00:00",100,24,18.4,20,2,760,1.6
10,"2023-02-06 00:00:00",120,29,2.76,3,9,760,0.24
452,"2023-02-06 00:00:00",55,13,32.2,35,18,760,2.8
520,"2023-02-06 00:00:00",150,15,0.92,1,8,760,0.08
279,"2023-02-06 00:00:00",35,9,2.9272727272727,3.1818181818182,11,760,0.25454545454545
551,"2023-02-06 00:00:00",30,5,27.6,30,5,760,2.4
10,"2023-02-06 00:00:00",120,29,2.76,3,13,760,0.24
162,"2023-02-06 00:00:00",110,32,13.8,15,7,760,1.2
205,"2023-02-06 00:00:00",110,21,27.6,30,2,760,2.4
21,"2023-02-06 00:00:00",75,24,12.88,14,9,760,1.12
173,"2023-02-06 00:00:00",80,22,8.28,9,1,760,0.72
389,"2023-02-06 00:00:00",65,21,0.736,0.8,16,760,0.064
420,"2023-02-07 00:00:00",110,34,5.06,5.5,1,760,0.44
35,"2023-02-07 00:00:00",60,16,0.92,1,11,760,0.08
28,"2023-02-07 00:00:00",110,44,18.4,20,1,760,1.6
276,"2023-02-07 00:00:00",55,15,2.76,3,9,760,0.24
417,"2023-02-07 00:00:00",50,25,4.14,4.5,6,760,0.36
42,"2023-02-07 00:00:00",200,51,1.2266666666667,1.3333333333333,13,760,0.10666666666667
488,"2023-02-07 00:00:00",5,0,10.488,11.4,4,760,0.912
182,"2023-02-08 00:00:00",60,6,32.2,35,14,760,2.8
234,"2023-02-08 00:00:00",60,24,32.2,35,1,760,2.8
89,"2023-02-08 00:00:00",50,4,0.92,1,17,760,0.08
524,"2023-02-08 00:00:00",25,0,4.14,4.5,15,760,0.36
168,"2023-02-08 00:00:00",80,17,78.2,85,16,760,6.8
256,"2023-02-08 00:00:00",95,23,923.68,1004,1,760,80.32
432,"2023-02-08 00:00:00",65,11,25.76,28,16,760,2.24
154,"2023-02-08 00:00:00",20,7,3.68,4,2,760,0.32
142,"2023-02-08 00:00:00",65,17,0.92,1,18,760,0.08
459,"2023-02-08 00:00:00",170,29,1.472,1.6,11,760,0.128
267,"2023-02-08 00:00:00",50,9,59.8,65,12,760,5.2
2,"2023-02-08 00:00:00",115,37,18.4,20,18,760,1.6
527,"2023-02-08 00:00:00",80,17,59.8,65,11,760,5.2
207,"2023-02-09 00:00:00",100,26,61.64,67,1,760,5.36
288,"2023-02-09 00:00:00",100,15,16.56,18,11,760,1.44
15,"2023-02-09 00:00:00",110,15,4.6,5,19,760,0.4
1,"2023-02-09 00:00:00",105,31,32.2,35,17,760,2.8
211,"2023-02-09 00:00:00",15,3,3.68,4,7,760,0.32
195,"2023-02-09 00:00:00",110,21,18.4,20,4,760,1.6
363,"2023-02-09 00:00:00",70,12,1.38,1.5,9,760,0.12
447,"2023-02-09 00:00:00",70,9,1.84,2,13,760,0.16
106,"2023-02-09 00:00:00",125,32,110.4,120,19,760,9.6
8,"2023-02-09 00:00:00",65,15,230,250,5,760,20
72,"2023-02-10 00:00:00",50,14,41.4,45,18,760,3.6
51,"2023-02-10 00:00:00",190,54,3.68,4,17,760,0.32
14,"2023-02-10 00:00:00",95,28,2.76,3,17,760,0.24
520,"2023-02-10 00:00:00",150,15,0.92,1,15,760,0.08
599,"2023-02-10 00:00:00",20,6,50.6,55,9,760,4.4
479,"2023-02-10 00:00:00",15,3,56.12,61,14,760,4.88
84,"2023-02-10 00:00:00",70,11,18.4,20,13,760,1.6
357,"2023-02-10 00:00:00",70,9,4.6,5,12,760,0.4
414,"2023-02-10 00:00:00",45,9,1.84,2,19,760,0.16
34,"2023-02-10 00:00:00",90,28,1.84,2,11,760,0.16
183,"2023-02-11 00:00:00",70,29,50.6,55,16,760,4.4
108,"2023-02-11 00:00:00",130,34,28.704,31.2,8,760,2.496
195,"2023-02-11 00:00:00",110,21,18.4,20,14,760,1.6
412,"2023-02-11 00:00:00",125,21,1.38,1.5,13,760,0.12
26,"2023-02-11 00:00:00",135,22,18.4,20,14,760,1.6
164,"2023-02-11 00:00:00",140,29,2.76,3,4,760,0.24
449,"2023-02-11 00:00:00",40,2,13.8,15,15,760,1.2
592,"2023-02-11 00:00:00",25,8,93.84,102,9,760,8.16
537,"2023-02-11 00:00:00",105,25,14.72,16,5,760,1.28
360,"2023-02-12 00:00:00",35,14,5.52,6,4,760,0.48
160,"2023-02-12 00:00:00",125,24,0.92,1,17,760,0.08
161,"2023-02-12 00:00:00",130,37,1.84,2,3,760,0.16
