product_id,selling_date,stock_quantity,current_quantity,buying_price,selling_price,sold_quantity,days_since_last_purchase,margin
95,"2024-01-09 00:00:00",15,5,23,25,15,395,2
194,"2024-01-10 00:00:00",5,0,6.9,7.5,4,395,0.6
203,"2024-01-10 00:00:00",30,0,18.4,20,1,395,1.6
196,"2024-01-10 00:00:00",10,0,16.56,18,3,395,1.44
397,"2024-01-10 00:00:00",380,0,8.28,9,2,395,0.72
10,"2024-01-10 00:00:00",0,4,2.76,3,5,395,0.24
259,"2024-01-11 00:00:00",0,3,119.6,130,1,395,10.4
260,"2024-01-11 00:00:00",100,0,165.6,180,1,395,14.4
176,"2024-01-12 00:00:00",0,0,46,50,1,395,4
515,"2024-01-12 00:00:00",5,2,19.32,21,1,395,1.68
400,"2024-01-12 00:00:00",5,0,18.4,20,3,395,1.6
194,"2024-01-12 00:00:00",5,0,6.9,7.5,2,395,0.6
351,"2024-01-13 00:00:00",95,25,25.76,28,3,395,2.24
197,"2024-01-13 00:00:00",5,3,26.68,29,2,395,2.32
530,"2024-01-14 00:00:00",5,0,3.68,4,9,395,0.32
346,"2024-01-14 00:00:00",5,1,73.6,80,1,395,6.4
426,"2024-01-14 00:00:00",5,3,156.4,170,1,395,13.6
346,"2024-01-14 00:00:00",5,1,73.6,80,2,395,6.4
145,"2024-01-15 00:00:00",10,2,59.8,65,2,395,5.2
337,"2024-01-15 00:00:00",40,10,5.52,6,4,395,0.48
6,"2024-01-16 00:00:00",0,4,69.92,76,1,395,6.08
60,"2024-01-16 00:00:00",5,4,7.82,8.5,1,395,0.68
105,"2024-01-16 00:00:00",5,4,64.4,70,1,395,5.6
459,"2024-01-16 00:00:00",0,4,1.472,1.6,2,395,0.128
220,"2024-01-16 00:00:00",5,4,0.46,0.5,1,395,0.04
268,"2024-01-16 00:00:00",5,1,36.8,40,1,395,3.2
270,"2024-01-16 00:00:00",5,2,96.6,105,1,395,8.4
242,"2024-01-16 00:00:00",0,4,1.242,1.35,13,395,0.108
649,"2024-01-16 00:00:00",5,0,22.08,24,1,395,1.92
649,"2024-01-16 00:00:00",5,0,22.08,24,1,395,1.92
657,"2024-01-16 00:00:00",5,0,16.56,18,1,395,1.44
117,"2024-01-16 00:00:00",0,3,9.2,10,2,395,0.8
193,"2024-01-16 00:00:00",5,0,3.22,3.5,15,395,0.28
529,"2024-01-17 00:00:00",0,0,15.64,17,50,395,1.36
89,"2024-01-17 00:00:00",35,4,0.92,1,2,395,0.08
175,"2024-01-17 00:00:00",10,0,3.22,3.5,2,395,0.28
363,"2024-01-17 00:00:00",5,2,1.38,1.5,1,395,0.12
584,"2024-01-17 00:00:00",5,0,5.52,6,1,395,0.48
584,"2024-01-17 00:00:00",5,0,5.52,6,2,395,0.48
636,"2024-01-17 00:00:00",5,2,26.68,29,1,395,2.32
186,"2024-01-17 00:00:00",5,4,2.3,2.5,10,395,0.2
428,"2024-01-17 00:00:00",0,3,6.44,7,1,395,0.56
282,"2024-01-17 00:00:00",20,0,4.6,5,3,395,0.4
250,"2024-01-18 00:00:00",5,0,124.2,135,1,395,10.8
413,"2024-01-18 00:00:00",10,0,0.736,0.8,23,395,0.064
618,"2024-01-18 00:00:00",5,2,2.3,2.5,70,395,0.2
400,"2024-01-18 00:00:00",5,0,18.4,20,1,395,1.6
392,"2024-01-18 00:00:00",0,0,0.92,1,7,395,0.08
49,"2024-01-19 00:00:00",5,0,2.3,2.5,3,395,0.2
213,"2024-01-19 00:00:00",25,0,55.2,60,1,395,4.8
582,"2024-01-20 00:00:00",10,0,4.6,5,1,395,0.4
335,"2024-01-21 00:00:00",20,5,3.68,4,1,395,0.32
72,"2024-01-21 00:00:00",5,0,41.4,45,2,395,3.6
186,"2024-01-21 00:00:00",5,4,2.3,2.5,5,395,0.2
240,"2024-01-22 00:00:00",5,0,41.4,45,20,395,3.6
425,"2024-01-22 00:00:00",5,0,50.6,55,3,395,4.4
389,"2024-01-22 00:00:00",5,4,0.736,0.8,3,395,0.064
26,"2024-01-22 00:00:00",5,3,18.4,20,4,395,1.6
79,"2024-01-22 00:00:00",0,0,59.8,65,1,395,5.2
391,"2024-01-22 00:00:00",0,0,5.52,6,3,395,0.48
401,"2024-01-22 00:00:00",0,2,3.68,4,3,395,0.32
91,"2024-01-23 00:00:00",5,4,1.84,2,1,395,0.16
515,"2024-01-23 00:00:00",5,2,19.32,21,3,395,1.68
52,"2024-01-23 00:00:00",5,0,7.36,8,4,395,0.64
270,"2024-01-23 00:00:00",5,2,96.6,105,1,395,8.4
609,"2024-01-23 00:00:00",5,0,1.84,2,25,395,0.16
634,"2024-01-23 00:00:00",5,0,9.66,10.5,2,395,0.84
604,"2024-01-23 00:00:00",5,0,29.44,32,2,395,2.56
341,"2024-01-23 00:00:00",0,3,13.8,15,1,395,1.2
33,"2024-01-24 00:00:00",0,3,0.92,1,16,395,0.08
43,"2024-01-24 00:00:00",5,0,0.46,0.5,2,395,0.04
55,"2024-01-24 00:00:00",5,4,14.72,16,1,395,1.28
69,"2024-01-24 00:00:00",5,1,14.72,16,2,395,1.28
311,"2024-01-24 00:00:00",0,0,5.52,6,2,395,0.48
160,"2024-01-24 00:00:00",0,4,0.92,1,1,395,0.08
199,"2024-01-24 00:00:00",0,3,0.92,1,5,395,0.08
618,"2024-01-24 00:00:00",5,2,2.3,2.5,1,395,0.2
272,"2024-01-24 00:00:00",5,0,533.6,580,1,395,46.4
286,"2024-01-24 00:00:00",5,0,2.76,3,1,395,0.24
382,"2024-01-24 00:00:00",0,0,13.8,15,1,395,1.2
459,"2024-01-24 00:00:00",0,4,1.472,1.6,6,395,0.128
571,"2024-01-24 00:00:00",5,1,9.2,10,2,395,0.8
618,"2024-01-24 00:00:00",5,2,2.3,2.5,5,395,0.2
582,"2024-01-24 00:00:00",10,0,4.6,5,2,395,0.4
78,"2024-01-25 00:00:00",5,3,41.4,45,1,395,3.6
125,"2024-01-25 00:00:00",5,0,7.36,8,4,395,0.64
69,"2024-01-26 00:00:00",5,1,14.72,16,20,395,1.28
189,"2024-01-26 00:00:00",15,2,23,25,20,395,2
382,"2024-01-26 00:00:00",0,0,13.8,15,10,395,1.2
432,"2024-01-26 00:00:00",5,1,25.76,28,20,395,2.24
424,"2024-01-26 00:00:00",5,0,29.44,32,20,395,2.56
246,"2024-01-26 00:00:00",5,1,15.64,17,301,395,1.36
534,"2024-01-26 00:00:00",5,3,16.56,18,20,395,1.44
298,"2024-01-26 00:00:00",5,0,23,25,1,395,2
494,"2024-01-26 00:00:00",510,0,78.2,85,1,395,6.8
546,"2024-01-26 00:00:00",5,0,9.2,10,2,395,0.8
598,"2024-01-26 00:00:00",5,0,69,75,2,395,6
346,"2024-01-26 00:00:00",5,1,73.6,80,1,395,6.4
341,"2024-01-26 00:00:00",0,3,13.8,15,2,395,1.2
141,"2024-01-27 00:00:00",5,4,0.92,1,100,395,0.08
530,"2024-01-27 00:00:00",5,0,3.68,4,8,395,0.32
389,"2024-01-27 00:00:00",5,4,0.736,0.8,8,395,0.064
335,"2024-01-28 00:00:00",20,5,3.68,4,2,395,0.32
284,"2024-01-28 00:00:00",5,0,1.38,1.5,2,395,0.12
432,"2024-01-29 00:00:00",5,1,25.76,28,3,395,2.24
401,"2024-01-29 00:00:00",0,2,3.68,4,2,395,0.32
195,"2024-01-30 00:00:00",5,0,18.4,20,2,395,1.6
431,"2024-01-30 00:00:00",5,0,8.28,9,1,395,0.72
26,"2024-01-30 00:00:00",5,3,18.4,20,1,395,1.6
367,"2024-01-30 00:00:00",5,0,46,50,3,395,4
49,"2024-01-31 00:00:00",5,0,2.3,2.5,3,395,0.2
604,"2024-02-01 00:00:00",5,0,29.44,32,1,395,2.56
167,"2024-02-02 00:00:00",0,4,11.5,12.5,1,395,1
305,"2024-02-02 00:00:00",0,0,32.2,35,1,395,2.8
477,"2024-02-02 00:00:00",100,20,179.4,195,1,395,15.6
400,"2024-02-02 00:00:00",5,0,18.4,20,1,395,1.6
186,"2024-02-02 00:00:00",5,4,2.3,2.5,6,395,0.2
432,"2024-02-03 00:00:00",5,1,25.76,28,32,395,2.24
398,"2024-02-03 00:00:00",5,0,0.92,1,5,395,0.08
426,"2024-02-03 00:00:00",5,3,156.4,170,2,395,13.6
194,"2024-02-04 00:00:00",5,0,6.9,7.5,1,395,0.6
378,"2024-02-04 00:00:00",0,4,27.6,30,3,395,2.4
49,"2024-02-04 00:00:00",5,0,2.3,2.5,4,395,0.2
533,"2024-02-05 00:00:00",0,3,15.64,17,2,395,1.36
535,"2024-02-05 00:00:00",0,0,46,50,1,395,4
141,"2024-02-05 00:00:00",5,4,0.92,1,100,395,0.08
21,"2024-02-06 00:00:00",25,0,12.88,14,1,395,1.12
528,"2024-02-06 00:00:00",10,2,4.6,5,6,395,0.4
459,"2024-02-06 00:00:00",0,4,1.472,1.6,2,395,0.128
60,"2024-02-06 00:00:00",5,4,7.82,8.5,1,395,0.68
220,"2024-02-06 00:00:00",5,4,0.46,0.5,2,395,0.04
106,"2024-02-06 00:00:00",0,4,110.4,120,1,395,9.6
270,"2024-02-06 00:00:00",5,2,96.6,105,1,395,8.4
459,"2024-02-06 00:00:00",0,4,1.472,1.6,2,395,0.128
652,"2024-02-06 00:00:00",5,4,16.56,18,1,395,1.44
649,"2024-02-06 00:00:00",5,0,22.08,24,1,395,1.92
69,"2024-02-06 00:00:00",5,1,14.72,16,1,395,1.28
459,"2024-02-06 00:00:00",0,4,1.472,1.6,4,395,0.128
189,"2024-02-06 00:00:00",15,2,23,25,2,395,2
256,"2024-02-06 00:00:00",60,10,923.68,1004,2,395,80.32
288,"2024-02-06 00:00:00",5,3,16.56,18,1,395,1.44
534,"2024-02-06 00:00:00",5,3,16.56,18,2,395,1.44
337,"2024-02-06 00:00:00",40,10,5.52,6,2,395,0.48
556,"2024-02-07 00:00:00",60,0,230,250,2,395,20
260,"2024-02-07 00:00:00",100,0,165.6,180,1,395,14.4
299,"2024-02-08 00:00:00",0,4,32.2,35,1,395,2.8
284,"2024-02-08 00:00:00",5,0,1.38,1.5,4,395,0.12
195,"2024-02-08 00:00:00",5,0,18.4,20,5,395,1.6
17,"2024-02-08 00:00:00",5,0,4.6,5,1,395,0.4
391,"2024-02-08 00:00:00",0,0,5.52,6,3,395,0.48
280,"2024-02-09 00:00:00",5,0,23,25,1,395,2
163,"2024-02-09 00:00:00",5,1,18.4,20,3,395,1.6
459,"2024-02-10 00:00:00",0,4,1.472,1.6,2,395,0.128
198,"2024-02-10 00:00:00",5,1,0.368,0.4,35,395,0.032
225,"2024-02-10 00:00:00",5,0,41.4,45,3,395,3.6
251,"2024-02-10 00:00:00",0,3,287.04,312,3,395,24.96
286,"2024-02-10 00:00:00",5,0,2.76,3,1,395,0.24
532,"2024-02-10 00:00:00",0,4,10.12,11,4,395,0.88
609,"2024-02-10 00:00:00",5,0,1.84,2,35,395,0.16
401,"2024-02-10 00:00:00",0,2,3.68,4,2,395,0.32
203,"2024-02-10 00:00:00",30,0,18.4,20,3,395,1.6
125,"2024-02-11 00:00:00",5,0,7.36,8,5,395,0.64
422,"2024-02-11 00:00:00",0,0,5.52,6,9,395,0.48
530,"2024-02-11 00:00:00",5,0,3.68,4,1,395,0.32
81,"2024-02-12 00:00:00",5,1,6.44,7,1,395,0.56
459,"2024-02-12 00:00:00",0,4,1.472,1.6,4,395,0.128
161,"2024-02-12 00:00:00",15,0,1.84,2,2,395,0.16
363,"2024-02-12 00:00:00",5,2,1.38,1.5,2,395,0.12
445,"2024-02-12 00:00:00",20,0,11.04,12,2,395,0.96
543,"2024-02-12 00:00:00",5,1,9.2,10,1,395,0.8
572,"2024-02-12 00:00:00",5,0,3.22,3.5,2,395,0.28
600,"2024-02-12 00:00:00",5,1,20.24,22,1,395,1.76
635,"2024-02-12 00:00:00",5,0,4.6,5,2,395,0.4
17,"2024-02-13 00:00:00",5,0,4.6,5,3,395,0.4
280,"2024-02-13 00:00:00",5,0,23,25,2,395,2
26,"2024-02-14 00:00:00",5,3,18.4,20,1,395,1.6
253,"2024-02-15 00:00:00",20,0,225.4,245,1,395,19.6
10,"2024-02-15 00:00:00",0,4,2.76,3,20,395,0.24
221,"2024-02-16 00:00:00",0,4,12.88,14,1,395,1.12
422,"2024-02-16 00:00:00",0,0,5.52,6,5,395,0.48
141,"2024-02-16 00:00:00",5,4,0.92,1,200,395,0.08
197,"2024-02-16 00:00:00",5,3,26.68,29,3,395,2.32
419,"2024-02-16 00:00:00",5,0,87.4,95,1,395,7.6
391,"2024-02-17 00:00:00",0,0,5.52,6,5,395,0.48
391,"2024-02-17 00:00:00",0,0,5.52,6,3,395,0.48
26,"2024-02-17 00:00:00",5,3,18.4,20,4,395,1.6
142,"2024-02-18 00:00:00",0,4,0.92,1,50,395,0.08
403,"2024-02-18 00:00:00",0,3,4.6,5,2,395,0.4
318,"2024-02-19 00:00:00",0,0,4.6,5,3,395,0.4
151,"2024-02-19 00:00:00",5,0,41.4,45,1,395,3.6
287,"2024-02-19 00:00:00",5,3,16.56,18,1,395,1.44
289,"2024-02-19 00:00:00",0,0,5.52,6,1,395,0.48
18,"2024-02-19 00:00:00",0,0,11.04,12,6,395,0.96
44,"2024-02-19 00:00:00",0,2,1.38,1.5,20,395,0.12
63,"2024-02-19 00:00:00",0,3,5.06184,5.502,4,395,0.44016
256,"2024-02-19 00:00:00",60,10,923.68,1004,400,395,80.32
238,"2024-02-19 00:00:00",20,5,13.8,15,6,395,1.2
247,"2024-02-19 00:00:00",5,0,7.82,8.5,100,395,0.68
286,"2024-02-19 00:00:00",5,0,2.76,3,15,395,0.24
317,"2024-02-19 00:00:00",0,0,1.84,2,15,395,0.16
348,"2024-02-19 00:00:00",145,0,23,25,6,395,2
352,"2024-02-19 00:00:00",5,1,13.8,15,6,395,1.2
365,"2024-02-19 00:00:00",10,0,23,25,20,395,2
323,"2024-02-19 00:00:00",5,0,27.6,30,10,395,2.4
364,"2024-02-19 00:00:00",5,1,27.6,30,10,395,2.4
519,"2024-02-19 00:00:00",5,4,0.368,0.4,300,395,0.032
519,"2024-02-19 00:00:00",5,4,0.368,0.4,1000,395,0.032
571,"2024-02-19 00:00:00",5,1,9.2,10,15,395,0.8
584,"2024-02-19 00:00:00",5,0,5.52,6,15,395,0.48
634,"2024-02-19 00:00:00",5,0,9.66,10.5,4,395,0.84
636,"2024-02-19 00:00:00",5,2,26.68,29,3,395,2.32
194,"2024-02-19 00:00:00",5,0,6.9,7.5,1,395,0.6
24,"2024-02-20 00:00:00",10,0,18.4,20,1,395,1.6
320,"2024-02-20 00:00:00",0,4,9.2,10,1,395,0.8
287,"2024-02-20 00:00:00",5,3,16.56,18,1,395,1.44
23,"2024-02-20 00:00:00",5,0,11.04,12,1,395,0.96
43,"2024-02-20 00:00:00",5,0,0.46,0.5,1,395,0.04
635,"2024-02-20 00:00:00",5,0,4.6,5,1,395,0.4
287,"2024-02-20 00:00:00",5,3,16.56,18,2,395,1.44
101,"2024-02-20 00:00:00",5,4,13.8,15,1,395,1.2
459,"2024-02-20 00:00:00",0,4,1.472,1.6,1,395,0.128
42,"2024-02-20 00:00:00",0,0,1.2266666666667,1.3333333333333,3,395,0.10666666666667
73,"2024-02-20 00:00:00",5,0,9.2,10,2,395,0.8
232,"2024-02-20 00:00:00",5,0,27.6,30,1,395,2.4
262,"2024-02-20 00:00:00",5,1,151.8,165,1,395,13.2
286,"2024-02-20 00:00:00",5,0,2.76,3,2,395,0.24
358,"2024-02-20 00:00:00",20,0,1.38,1.5,2,395,0.12
58,"2024-02-20 00:00:00",5,0,69,75,1,395,6
337,"2024-02-20 00:00:00",40,10,5.52,6,3,395,0.48
338,"2024-02-20 00:00:00",20,0,8.28,9,2,395,0.72
203,"2024-02-20 00:00:00",30,0,18.4,20,2,395,1.6
110,"2024-02-21 00:00:00",5,2,27.6,30,2,395,2.4
110,"2024-02-21 00:00:00",5,2,27.6,30,2,395,2.4
144,"2024-02-21 00:00:00",10,2,18.4,20,1,395,1.6
277,"2024-02-21 00:00:00",0,0,3.68,4,1,395,0.32
28,"2024-02-21 00:00:00",10,0,18.4,20,2,395,1.6
277,"2024-02-21 00:00:00",0,0,3.68,4,2,395,0.32
458,"2024-02-21 00:00:00",0,0,2.76,3,3,395,0.24
595,"2024-02-21 00:00:00",5,0,45.08,49,2,395,3.92
341,"2024-02-21 00:00:00",0,3,13.8,15,1,395,1.2
505,"2024-02-22 00:00:00",170,0,35.88,39,49,395,3.12
476,"2024-02-22 00:00:00",50,0,50.6,55,35,395,4.4
392,"2024-02-22 00:00:00",0,0,0.92,1,9,395,0.08
29,"2024-02-23 00:00:00",5,3,151.8,165,2,395,13.2
31,"2024-02-23 00:00:00",0,2,138,150,6,395,12
19,"2024-02-23 00:00:00",0,0,12.88,14,4,395,1.12
63,"2024-02-23 00:00:00",0,3,5.06184,5.502,8,395,0.44016
69,"2024-02-23 00:00:00",5,1,14.72,16,5,395,1.28
138,"2024-02-23 00:00:00",5,0,27.6,30,5,395,2.4
529,"2024-02-23 00:00:00",0,0,15.64,17,6,395,1.36
656,"2024-02-23 00:00:00",5,3,13.8,15,4,395,1.2
267,"2024-02-23 00:00:00",5,0,59.8,65,2,395,5.2
309,"2024-02-23 00:00:00",5,0,9.2,10,2,395,0.8
366,"2024-02-23 00:00:00",5,0,3.68,4,1,395,0.32
245,"2024-02-23 00:00:00",5,1,3.588,3.9,300,395,0.312
246,"2024-02-23 00:00:00",5,1,15.64,17,100,395,1.36
475,"2024-02-23 00:00:00",50,0,24.84,27,12,395,2.16
483,"2024-02-23 00:00:00",5,4,25.76,28,2,395,2.24
529,"2024-02-23 00:00:00",0,0,15.64,17,30,395,1.36
534,"2024-02-23 00:00:00",5,3,16.56,18,4,395,1.44
556,"2024-02-23 00:00:00",60,0,230,250,3,395,20
634,"2024-02-23 00:00:00",5,0,9.66,10.5,5,395,0.84
636,"2024-02-23 00:00:00",5,2,26.68,29,1,395,2.32
72,"2024-02-23 00:00:00",5,0,41.4,45,1,395,3.6
30,"2024-02-24 00:00:00",5,0,151.8,165,1,395,13.2
416,"2024-02-25 00:00:00",10,0,2.76,3,1,395,0.24
78,"2024-02-25 00:00:00",5,3,41.4,45,1,395,3.6
16,"2024-02-26 00:00:00",5,0,4.6,5,1,395,0.4
20,"2024-02-26 00:00:00",5,0,20.24,22,1,395,1.76
186,"2024-02-26 00:00:00",5,4,2.3,2.5,6,395,0.2
49,"2024-02-26 00:00:00",5,0,2.3,2.5,8,395,0.2
576,"2024-02-26 00:00:00",5,0,32.2,35,3,395,2.8
186,"2024-02-27 00:00:00",5,4,2.3,2.5,4,395,0.2
203,"2024-02-28 00:00:00",30,0,18.4,20,1,395,1.6
10,"2024-02-29 00:00:00",0,4,2.76,3,3,395,0.24
587,"2024-02-29 00:00:00",10,2,7.36,8,6,395,0.64
324,"2024-03-01 00:00:00",5,0,32.2,35,10,395,2.8
307,"2024-03-01 00:00:00",5,3,82.8,90,5,395,7.2
553,"2024-03-01 00:00:00",5,0,25.76,28,5,395,2.24
554,"2024-03-01 00:00:00",0,0,55.2,60,2,395,4.8
555,"2024-03-01 00:00:00",5,1,184,200,2,395,16
551,"2024-03-01 00:00:00",40,10,27.6,30,10,395,2.4
563,"2024-03-01 00:00:00",20,0,15.64,17,10,395,1.36
564,"2024-03-01 00:00:00",5,3,43.24,47,10,395,3.76
550,"2024-03-01 00:00:00",20,0,23,25,20,395,2
551,"2024-03-01 00:00:00",40,10,27.6,30,10,395,2.4
573,"2024-03-01 00:00:00",0,0,13.8,15,10,395,1.2
569,"2024-03-01 00:00:00",0,4,13.8,15,10,395,1.2
636,"2024-03-01 00:00:00",5,2,26.68,29,15,395,2.32
636,"2024-03-01 00:00:00",5,2,26.68,29,10,395,2.32
69,"2024-03-01 00:00:00",5,1,14.72,16,10,395,1.28
189,"2024-03-01 00:00:00",15,2,23,25,10,395,2
353,"2024-03-01 00:00:00",10,0,53.36,58,20,395,4.64
382,"2024-03-01 00:00:00",0,0,13.8,15,10,395,1.2
424,"2024-03-01 00:00:00",5,0,29.44,32,20,395,2.56
246,"2024-03-01 00:00:00",5,1,15.64,17,500,395,1.36
534,"2024-03-01 00:00:00",5,3,16.56,18,10,395,1.44
587,"2024-03-01 00:00:00",10,2,7.36,8,4,395,0.64
422,"2024-03-01 00:00:00",0,0,5.52,6,6,395,0.48
17,"2024-03-01 00:00:00",5,0,4.6,5,2,395,0.4
26,"2024-03-01 00:00:00",5,3,18.4,20,8,395,1.6
20,"2024-03-02 00:00:00",5,0,20.24,22,2,395,1.76
10,"2024-03-02 00:00:00",0,4,2.76,3,5,395,0.24
548,"2024-03-02 00:00:00",5,1,7.36,8,1,395,0.64
196,"2024-03-03 00:00:00",10,0,16.56,18,1,395,1.44
524,"2024-03-04 00:00:00",0,3,4.14,4.5,5,395,0.36
524,"2024-03-04 00:00:00",0,3,4.14,4.5,5,395,0.36
193,"2024-03-04 00:00:00",5,0,3.22,3.5,1,395,0.28
49,"2024-03-04 00:00:00",5,0,2.3,2.5,6,395,0.2
10,"2024-03-04 00:00:00",0,4,2.76,3,10,395,0.24
527,"2024-03-04 00:00:00",0,3,59.8,65,3,395,5.2
647,"2024-03-04 00:00:00",5,0,23,25,50,395,2
193,"2024-03-04 00:00:00",5,0,3.22,3.5,16,395,0.28
260,"2024-03-05 00:00:00",100,0,165.6,180,1,395,14.4
15,"2024-03-05 00:00:00",5,1,4.6,5,2,395,0.4
260,"2024-03-06 00:00:00",100,0,165.6,180,1,395,14.4
527,"2024-03-06 00:00:00",0,3,59.8,65,2,395,5.2
425,"2024-03-06 00:00:00",5,0,50.6,55,1,395,4.4
108,"2024-03-07 00:00:00",5,2,28.704,31.2,2,395,2.496
479,"2024-03-07 00:00:00",5,4,56.12,61,2,395,4.88
193,"2024-03-07 00:00:00",5,0,3.22,3.5,8,395,0.28
78,"2024-03-08 00:00:00",5,3,41.4,45,1,395,3.6
49,"2024-03-09 00:00:00",5,0,2.3,2.5,1,395,0.2
403,"2024-03-09 00:00:00",0,3,4.6,5,2,395,0.4
416,"2024-03-09 00:00:00",10,0,2.76,3,2,395,0.24
392,"2024-03-10 00:00:00",0,0,0.92,1,9,395,0.08
72,"2024-03-11 00:00:00",5,0,41.4,45,1,395,3.6
194,"2024-03-11 00:00:00",5,0,6.9,7.5,9,395,0.6
260,"2024-03-11 00:00:00",100,0,165.6,180,1,395,14.4
460,"2024-03-12 00:00:00",0,0,3.22,3.5,1,395,0.28
188,"2024-03-12 00:00:00",5,0,13.8,15,2,395,1.2
282,"2024-03-12 00:00:00",20,0,4.6,5,2,395,0.4
129,"2024-03-13 00:00:00",5,3,0.92,1,2,395,0.08
49,"2024-03-14 00:00:00",5,0,2.3,2.5,1,395,0.2
422,"2024-03-14 00:00:00",0,0,5.52,6,5,395,0.48
282,"2024-03-15 00:00:00",20,0,4.6,5,4,395,0.4
544,"2024-03-16 00:00:00",5,0,4.6,5,6,395,0.4
351,"2024-03-16 00:00:00",95,25,25.76,28,1,395,2.24
338,"2024-03-16 00:00:00",20,0,8.28,9,2,395,0.72
400,"2024-03-17 00:00:00",5,0,18.4,20,5,395,1.6
425,"2024-03-17 00:00:00",5,0,50.6,55,2,395,4.4
604,"2024-03-17 00:00:00",5,0,29.44,32,1,395,2.56
426,"2024-03-17 00:00:00",5,3,156.4,170,2,395,13.6
135,"2024-03-17 00:00:00",5,0,23,25,3,395,2
416,"2024-03-17 00:00:00",10,0,2.76,3,2,395,0.24
36,"2024-03-18 00:00:00",5,0,2.76,3,2,395,0.24
37,"2024-03-18 00:00:00",5,2,11.96,13,2,395,1.04
47,"2024-03-18 00:00:00",0,0,11.04,12,1,395,0.96
239,"2024-03-18 00:00:00",5,0,32.2,35,6,395,2.8
607,"2024-03-18 00:00:00",5,0,32.2,35,1,395,2.8
526,"2024-03-18 00:00:00",5,2,19.32,21,1,395,1.68
270,"2024-03-18 00:00:00",5,2,96.6,105,1,395,8.4
652,"2024-03-18 00:00:00",5,4,16.56,18,1,395,1.44
649,"2024-03-18 00:00:00",5,0,22.08,24,1,395,1.92
191,"2024-03-18 00:00:00",5,0,64.4,70,1,395,5.6
431,"2024-03-18 00:00:00",5,0,8.28,9,2,395,0.72
608,"2024-03-19 00:00:00",5,2,92,100,1,395,8
37,"2024-03-20 00:00:00",5,2,11.96,13,4,395,1.04
95,"2024-03-20 00:00:00",15,5,23,25,4,395,2
58,"2024-03-20 00:00:00",5,0,69,75,1,395,6
346,"2024-03-20 00:00:00",5,1,73.6,80,1,395,6.4
423,"2024-03-20 00:00:00",40,0,13.8,15,2,395,1.2
58,"2024-03-20 00:00:00",5,0,69,75,1,395,6
521,"2024-03-21 00:00:00",5,3,1.84,2,8,395,0.16
26,"2024-03-21 00:00:00",5,3,18.4,20,3,395,1.6
428,"2024-03-21 00:00:00",0,3,6.44,7,2,395,0.56
422,"2024-03-21 00:00:00",0,0,5.52,6,1,395,0.48
423,"2024-03-21 00:00:00",40,0,13.8,15,4,395,1.2
373,"2024-03-22 00:00:00",5,4,4.14,4.5,2,395,0.36
374,"2024-03-22 00:00:00",5,4,13.8,15,2,395,1.2
14,"2024-03-22 00:00:00",5,0,2.76,3,3,395,0.24
18,"2024-03-22 00:00:00",0,0,11.04,12,4,395,0.96
55,"2024-03-22 00:00:00",5,4,14.72,16,1,395,1.28
459,"2024-03-22 00:00:00",0,4,1.472,1.6,5,395,0.128
38,"2024-03-22 00:00:00",5,4,4.6,5,6,395,0.4
251,"2024-03-22 00:00:00",0,3,287.04,312,1,395,24.96
429,"2024-03-22 00:00:00",5,1,9.2,10,3,395,0.8
425,"2024-03-22 00:00:00",5,0,50.6,55,2,395,4.4
398,"2024-03-22 00:00:00",5,0,0.92,1,7,395,0.08
